SECID,TRADEDATE,OPEN,HIGH,LOW,CLOSE,SETTLEPRICE,VALUE,VOLUME,OPENPOSITION,NUMTRADES,option_type,strike,expiry_date,UNDERLYING_CLOSE,UNDERLYING_OPEN,UNDERLYING_HIGH,UNDERLYING_LOW,UNDERLYING_VOLUME,DTE_DAYS,market_price,underlying_price,ret_1d,ret_21d,hv_21d,hv_63d,vol_regime,trend_regime,regime_label,moneyness,log_moneyness,year,month
MM1900BF7,2025-04-10,,,,,2054.35,,,,0,C,1900.0,2027-06-17,2764.28,2790.31,2801.19,2742.48,0,798,2054.35,2764.28,0.04196021977055775,-0.14134864259231694,0.28400955506858616,0.26582995915682694,high_vol,down,high_vol_down,1.454884210526316,0.3749263170624837,2025,4
MM3300BF7,2025-04-10,,,,,1066.9,,,1080.0,0,C,3300.0,2027-06-17,2764.28,2790.31,2801.19,2742.48,0,798,1066.9,2764.28,0.04196021977055775,-0.14134864259231694,0.28400955506858616,0.26582995915682694,high_vol,down,high_vol_down,0.8376606060606061,-0.17714226523755616,2025,4
MM3450BF7,2025-04-10,,,,,991.8,207000.0,6.0,4460.0,1,C,3450.0,2027-06-17,2764.28,2790.31,2801.19,2742.48,0,798,991.8,2764.28,0.04196021977055775,-0.14134864259231694,0.28400955506858616,0.26582995915682694,high_vol,down,high_vol_down,0.801240579710145,-0.22159402780839002,2025,4
MM2400BR6,2025-04-11,,,,,136.1,,,,0,P,2400.0,2026-06-18,2829.92,2825.03,2839.28,2800.69,0,433,136.1,2829.92,0.02346823946946852,-0.09808763768000618,0.2981272195682364,0.2701110507656043,high_vol,down,high_vol_down,1.1791333333333334,0.1647797053504466,2025,4
MM2500BR6,2025-04-11,,,,,158.1,,,,0,P,2500.0,2026-06-18,2829.92,2825.03,2839.28,2800.69,0,433,158.1,2829.92,0.02346823946946852,-0.09808763768000618,0.2981272195682364,0.2701110507656043,high_vol,down,high_vol_down,1.131968,0.1239577108301915,2025,4
MM2550BR6,2025-04-11,,,,,170.15,,,,0,P,2550.0,2026-06-18,2829.92,2825.03,2839.28,2800.69,0,433,170.15,2829.92,0.02346823946946852,-0.09808763768000618,0.2981272195682364,0.2701110507656043,high_vol,down,high_vol_down,1.109772549019608,0.10415508353401183,2025,4
MM2600BF6,2025-04-11,,,,,995.85,,,98.0,0,C,2600.0,2026-06-18,2829.92,2825.03,2839.28,2800.69,0,433,995.85,2829.92,0.02346823946946852,-0.09808763768000618,0.2981272195682364,0.2701110507656043,high_vol,down,high_vol_down,1.0884307692307693,0.0847369976769102,2025,4
MM2600BR6,2025-04-11,,,,,183.0,,,,0,P,2600.0,2026-06-18,2829.92,2825.03,2839.28,2800.69,0,433,183.0,2829.92,0.02346823946946852,-0.09808763768000618,0.2981272195682364,0.2701110507656043,high_vol,down,high_vol_down,1.0884307692307693,0.0847369976769102,2025,4
MM2650BF6,2025-04-11,,,,,959.45,,,1132.0,0,C,2650.0,2026-06-18,2829.92,2825.03,2839.28,2800.69,0,433,959.45,2829.92,0.02346823946946852,-0.09808763768000618,0.2981272195682364,0.2701110507656043,high_vol,down,high_vol_down,1.0678943396226415,0.0656888027062156,2025,4
MM2700BF6,2025-04-11,,,,,923.85,,,838.0,0,C,2700.0,2026-06-18,2829.92,2825.03,2839.28,2800.69,0,433,923.85,2829.92,0.02346823946946852,-0.09808763768000618,0.2981272195682364,0.2701110507656043,high_vol,down,high_vol_down,1.0481185185185184,0.04699666969406303,2025,4
MM2700BR6,2025-04-11,,,,,211.0,,,,0,P,2700.0,2026-06-18,2829.92,2825.03,2839.28,2800.69,0,433,211.0,2829.92,0.02346823946946852,-0.09808763768000618,0.2981272195682364,0.2701110507656043,high_vol,down,high_vol_down,1.0481185185185184,0.04699666969406303,2025,4
MM2750BF6,2025-04-11,,,,,889.1,,,136.0,0,C,2750.0,2026-06-18,2829.92,2825.03,2839.28,2800.69,0,433,889.1,2829.92,0.02346823946946852,-0.09808763768000618,0.2981272195682364,0.2701110507656043,high_vol,down,high_vol_down,1.0290618181818183,0.028647531025866674,2025,4
MM2750BR6,2025-04-11,,,,,226.25,,,,0,P,2750.0,2026-06-18,2829.92,2825.03,2839.28,2800.69,0,433,226.25,2829.92,0.02346823946946852,-0.09808763768000618,0.2981272195682364,0.2701110507656043,high_vol,down,high_vol_down,1.0290618181818183,0.028647531025866674,2025,4
MM2800BF6,2025-04-11,,,,,855.15,,,182.0,0,C,2800.0,2026-06-18,2829.92,2825.03,2839.28,2800.69,0,433,855.15,2829.92,0.02346823946946852,-0.09808763768000618,0.2981272195682364,0.2701110507656043,high_vol,down,high_vol_down,1.0106857142857144,0.010629025523188366,2025,4
MM2800BR6,2025-04-11,,,,,242.3,,,,0,P,2800.0,2026-06-18,2829.92,2825.03,2839.28,2800.69,0,433,242.3,2829.92,0.02346823946946852,-0.09808763768000618,0.2981272195682364,0.2701110507656043,high_vol,down,high_vol_down,1.0106857142857144,0.010629025523188366,2025,4
MM2850BF6,2025-04-11,,,,,822.1,,,,0,C,2850.0,2026-06-18,2829.92,2825.03,2839.28,2800.69,0,433,822.1,2829.92,0.02346823946946852,-0.09808763768000618,0.2981272195682364,0.2701110507656043,high_vol,down,high_vol_down,0.9929543859649123,-0.0070705515762126995,2025,4
MM2850BR6,2025-04-11,,,,,259.25,,,,0,P,2850.0,2026-06-18,2829.92,2825.03,2839.28,2800.69,0,433,259.25,2829.92,0.02346823946946852,-0.09808763768000618,0.2981272195682364,0.2701110507656043,high_vol,down,high_vol_down,0.9929543859649123,-0.0070705515762126995,2025,4
MM2900BF6,2025-04-11,,,,,789.85,,,,0,C,2900.0,2026-06-18,2829.92,2825.03,2839.28,2800.69,0,433,789.85,2829.92,0.02346823946946852,-0.09808763768000618,0.2981272195682364,0.2701110507656043,high_vol,down,high_vol_down,0.9758344827586207,-0.024462294288081825,2025,4
MM3000BF6,2025-04-11,,,,,728.1,,,,0,C,3000.0,2026-06-18,2829.92,2825.03,2839.28,2800.69,0,433,728.1,2829.92,0.02346823946946852,-0.09808763768000618,0.2981272195682364,0.2701110507656043,high_vol,down,high_vol_down,0.9433066666666667,-0.058363845963763136,2025,4
MM3100BI6,2025-04-11,,,,,798.25,,,998.0,0,C,3100.0,2026-09-17,2829.92,2825.03,2839.28,2800.69,0,524,798.25,2829.92,0.02346823946946852,-0.09808763768000618,0.2981272195682364,0.2701110507656043,high_vol,down,high_vol_down,0.9128774193548387,-0.09115366878675411,2025,4
MM3150BI6,2025-04-11,,,,,769.75,,,1756.0,0,C,3150.0,2026-09-17,2829.92,2825.03,2839.28,2800.69,0,524,769.75,2829.92,0.02346823946946852,-0.09808763768000618,0.2981272195682364,0.2701110507656043,high_vol,down,high_vol_down,0.8983873015873016,-0.10715401013319517,2025,4
MM3200BI6,2025-04-11,,,,,742.0,,,738.0,0,C,3200.0,2026-09-17,2829.92,2825.03,2839.28,2800.69,0,524,742.0,2829.92,0.02346823946946852,-0.09808763768000618,0.2981272195682364,0.2701110507656043,high_vol,down,high_vol_down,0.88435,-0.12290236710133441,2025,4
MM3050BL6,2025-04-11,,,,,931.15,,,1520.0,0,C,3050.0,2026-12-17,2829.92,2825.03,2839.28,2800.69,0,615,931.15,2829.92,0.02346823946946852,-0.09808763768000618,0.2981272195682364,0.2701110507656043,high_vol,down,high_vol_down,0.9278426229508197,-0.0748931479149738,2025,4
MM3100BL6,2025-04-11,,,,,901.6,,,542.0,0,C,3100.0,2026-12-17,2829.92,2825.03,2839.28,2800.69,0,615,901.6,2829.92,0.02346823946946852,-0.09808763768000618,0.2981272195682364,0.2701110507656043,high_vol,down,high_vol_down,0.9128774193548387,-0.09115366878675411,2025,4
MM3200BL6,2025-04-11,,,,,844.8,,,2714.0,0,C,3200.0,2026-12-17,2829.92,2825.03,2839.28,2800.69,0,615,844.8,2829.92,0.02346823946946852,-0.09808763768000618,0.2981272195682364,0.2701110507656043,high_vol,down,high_vol_down,0.88435,-0.12290236710133441,2025,4
MM3250BL6,2025-04-11,,,,,817.5,,,1426.0,0,C,3250.0,2026-12-17,2829.92,2825.03,2839.28,2800.69,0,615,817.5,2829.92,0.02346823946946852,-0.09808763768000618,0.2981272195682364,0.2701110507656043,high_vol,down,high_vol_down,0.8707446153846155,-0.13840655363729956,2025,4
MM1850BC7,2025-04-11,,,,,1982.6,,,,0,C,1850.0,2027-03-18,2829.92,2825.03,2839.28,2800.69,0,706,1982.6,2829.92,0.02346823946946852,-0.09808763768000618,0.2981272195682364,0.2701110507656043,high_vol,down,high_vol_down,1.5296864864864865,0.4250628036141131,2025,4
MM1850BO7,2025-04-11,,,,,81.85,,,,0,P,1850.0,2027-03-18,2829.92,2825.03,2839.28,2800.69,0,706,81.85,2829.92,0.02346823946946852,-0.09808763768000618,0.2981272195682364,0.2701110507656043,high_vol,down,high_vol_down,1.5296864864864865,0.4250628036141131,2025,4
MM1900BC7,2025-04-11,,,,,1938.7,,,,0,C,1900.0,2027-03-18,2829.92,2825.03,2839.28,2800.69,0,706,1938.7,2829.92,0.02346823946946852,-0.09808763768000618,0.2981272195682364,0.2701110507656043,high_vol,down,high_vol_down,1.4894315789473684,0.3983945565319517,2025,4
MM3150BC7,2025-04-11,,,,,1012.2,,,1138.0,0,C,3150.0,2027-03-18,2829.92,2825.03,2839.28,2800.69,0,706,1012.2,2829.92,0.02346823946946852,-0.09808763768000618,0.2981272195682364,0.2701110507656043,high_vol,down,high_vol_down,0.8983873015873016,-0.10715401013319517,2025,4
MM3200BC7,2025-04-11,,,,,983.3,,,1050.0,0,C,3200.0,2027-03-18,2829.92,2825.03,2839.28,2800.69,0,706,983.3,2829.92,0.02346823946946852,-0.09808763768000618,0.2981272195682364,0.2701110507656043,high_vol,down,high_vol_down,0.88435,-0.12290236710133441,2025,4
MM3300BF7,2025-04-11,,,,,1051.9,,,1080.0,0,C,3300.0,2027-06-17,2829.92,2825.03,2839.28,2800.69,0,797,1051.9,2829.92,0.02346823946946852,-0.09808763768000618,0.2981272195682364,0.2701110507656043,high_vol,down,high_vol_down,0.8575515151515152,-0.15367402576808803,2025,4
MM3450BF7,2025-04-11,,,,,971.4,,,4460.0,0,C,3450.0,2027-06-17,2829.92,2825.03,2839.28,2800.69,0,797,971.4,2829.92,0.02346823946946852,-0.09808763768000618,0.2981272195682364,0.2701110507656043,high_vol,down,high_vol_down,0.8202666666666667,-0.19812578833892186,2025,4
MM2400BR6,2025-04-14,,,,,171.2,,,,0,P,2400.0,2026-06-18,2819.69,2848.99,2856.63,2806.95,0,430,171.2,2819.69,-0.0036214928749824793,-0.1249851768102911,0.28039020720896707,0.2699610450085267,high_vol,down,high_vol_down,1.1748708333333333,0.16115821247546414,2025,4
MM2500BR6,2025-04-14,,,,,194.65,,,,0,P,2500.0,2026-06-18,2819.69,2848.99,2856.63,2806.95,0,430,194.65,2819.69,-0.0036214928749824793,-0.1249851768102911,0.28039020720896707,0.2699610450085267,high_vol,down,high_vol_down,1.127876,0.12033621795520912,2025,4
MM2550BR6,2025-04-14,,,,,207.4,,,,0,P,2550.0,2026-06-18,2819.69,2848.99,2856.63,2806.95,0,430,207.4,2819.69,-0.0036214928749824793,-0.1249851768102911,0.28039020720896707,0.2699610450085267,high_vol,down,high_vol_down,1.1057607843137256,0.1005335906590294,2025,4
MM2600BF6,2025-04-14,,,,,1046.75,,,98.0,0,C,2600.0,2026-06-18,2819.69,2848.99,2856.63,2806.95,0,430,1046.75,2819.69,-0.0036214928749824793,-0.1249851768102911,0.28039020720896707,0.2699610450085267,high_vol,down,high_vol_down,1.084496153846154,0.08111550480192782,2025,4
MM2600BR6,2025-04-14,,,,,220.85,,,,0,P,2600.0,2026-06-18,2819.69,2848.99,2856.63,2806.95,0,430,220.85,2819.69,-0.0036214928749824793,-0.1249851768102911,0.28039020720896707,0.2699610450085267,high_vol,down,high_vol_down,1.084496153846154,0.08111550480192782,2025,4
MM2650BF6,2025-04-14,,,,,1011.0,,,1132.0,0,C,2650.0,2026-06-18,2819.69,2848.99,2856.63,2806.95,0,430,1011.0,2819.69,-0.0036214928749824793,-0.1249851768102911,0.28039020720896707,0.2699610450085267,high_vol,down,high_vol_down,1.064033962264151,0.06206730983123334,2025,4
MM2700BF6,2025-04-14,,,,,975.95,,,838.0,0,C,2700.0,2026-06-18,2819.69,2848.99,2856.63,2806.95,0,430,975.95,2819.69,-0.0036214928749824793,-0.1249851768102911,0.28039020720896707,0.2699610450085267,high_vol,down,high_vol_down,1.0443296296296296,0.04337517681908068,2025,4
MM2700BR6,2025-04-14,,,,,250.05,,,,0,P,2700.0,2026-06-18,2819.69,2848.99,2856.63,2806.95,0,430,250.05,2819.69,-0.0036214928749824793,-0.1249851768102911,0.28039020720896707,0.2699610450085267,high_vol,down,high_vol_down,1.0443296296296296,0.04337517681908068,2025,4
MM2750BF6,2025-04-14,,,,,941.7,,,136.0,0,C,2750.0,2026-06-18,2819.69,2848.99,2856.63,2806.95,0,430,941.7,2819.69,-0.0036214928749824793,-0.1249851768102911,0.28039020720896707,0.2699610450085267,high_vol,down,high_vol_down,1.0253418181818181,0.025026038150884118,2025,4
MM2750BR6,2025-04-14,,,,,265.8,,,,0,P,2750.0,2026-06-18,2819.69,2848.99,2856.63,2806.95,0,430,265.8,2819.69,-0.0036214928749824793,-0.1249851768102911,0.28039020720896707,0.2699610450085267,high_vol,down,high_vol_down,1.0253418181818181,0.025026038150884118,2025,4
MM2800BF6,2025-04-14,,,,,908.25,,,182.0,0,C,2800.0,2026-06-18,2819.69,2848.99,2856.63,2806.95,0,430,908.25,2819.69,-0.0036214928749824793,-0.1249851768102911,0.28039020720896707,0.2699610450085267,high_vol,down,high_vol_down,1.007032142857143,0.007007532648205927,2025,4
MM2800BR6,2025-04-14,,,,,282.35,,,,0,P,2800.0,2026-06-18,2819.69,2848.99,2856.63,2806.95,0,430,282.35,2819.69,-0.0036214928749824793,-0.1249851768102911,0.28039020720896707,0.2699610450085267,high_vol,down,high_vol_down,1.007032142857143,0.007007532648205927,2025,4
MM2850BF6,2025-04-14,,,,,875.6,,,,0,C,2850.0,2026-06-18,2819.69,2848.99,2856.63,2806.95,0,430,875.6,2819.69,-0.0036214928749824793,-0.1249851768102911,0.28039020720896707,0.2699610450085267,high_vol,down,high_vol_down,0.9893649122807018,-0.01069204445119504,2025,4
MM2850BR6,2025-04-14,,,,,299.7,,,,0,P,2850.0,2026-06-18,2819.69,2848.99,2856.63,2806.95,0,430,299.7,2819.69,-0.0036214928749824793,-0.1249851768102911,0.28039020720896707,0.2699610450085267,high_vol,down,high_vol_down,0.9893649122807018,-0.01069204445119504,2025,4
MM2900BF6,2025-04-14,,,,,843.75,,,,0,C,2900.0,2026-06-18,2819.69,2848.99,2856.63,2806.95,0,430,843.75,2819.69,-0.0036214928749824793,-0.1249851768102911,0.28039020720896707,0.2699610450085267,high_vol,down,high_vol_down,0.9723068965517242,-0.02808378716306419,2025,4
MM3000BF6,2025-04-14,,,,,782.6,,,,0,C,3000.0,2026-06-18,2819.69,2848.99,2856.63,2806.95,0,430,782.6,2819.69,-0.0036214928749824793,-0.1249851768102911,0.28039020720896707,0.2699610450085267,high_vol,down,high_vol_down,0.9398966666666667,-0.061985338838745546,2025,4
MM3100BI6,2025-04-14,,,,,840.15,,,998.0,0,C,3100.0,2026-09-17,2819.69,2848.99,2856.63,2806.95,0,521,840.15,2819.69,-0.0036214928749824793,-0.1249851768102911,0.28039020720896707,0.2699610450085267,high_vol,down,high_vol_down,0.9095774193548387,-0.09477516166173647,2025,4
MM3150BI6,2025-04-14,,,,,812.25,,,1756.0,0,C,3150.0,2026-09-17,2819.69,2848.99,2856.63,2806.95,0,521,812.25,2819.69,-0.0036214928749824793,-0.1249851768102911,0.28039020720896707,0.2699610450085267,high_vol,down,high_vol_down,0.8951396825396826,-0.11077550300817757,2025,4
MM3200BI6,2025-04-14,,,,,785.1,,,738.0,0,C,3200.0,2026-09-17,2819.69,2848.99,2856.63,2806.95,0,521,785.1,2819.69,-0.0036214928749824793,-0.1249851768102911,0.28039020720896707,0.2699610450085267,high_vol,down,high_vol_down,0.881153125,-0.1265238599763168,2025,4
MM3050BL6,2025-04-14,,,,,992.4,,,1520.0,0,C,3050.0,2026-12-17,2819.69,2848.99,2856.63,2806.95,0,612,992.4,2819.69,-0.0036214928749824793,-0.1249851768102911,0.28039020720896707,0.2699610450085267,high_vol,down,high_vol_down,0.924488524590164,-0.07851464078995614,2025,4
MM3100BL6,2025-04-14,,,,,963.35,,,542.0,0,C,3100.0,2026-12-17,2819.69,2848.99,2856.63,2806.95,0,612,963.35,2819.69,-0.0036214928749824793,-0.1249851768102911,0.28039020720896707,0.2699610450085267,high_vol,down,high_vol_down,0.9095774193548387,-0.09477516166173647,2025,4
MM3200BL6,2025-04-14,,,,,907.45,,,2714.0,0,C,3200.0,2026-12-17,2819.69,2848.99,2856.63,2806.95,0,612,907.45,2819.69,-0.0036214928749824793,-0.1249851768102911,0.28039020720896707,0.2699610450085267,high_vol,down,high_vol_down,0.881153125,-0.1265238599763168,2025,4
MM3250BL6,2025-04-14,,,,,880.55,,,1426.0,0,C,3250.0,2026-12-17,2819.69,2848.99,2856.63,2806.95,0,612,880.55,2819.69,-0.0036214928749824793,-0.1249851768102911,0.28039020720896707,0.2699610450085267,high_vol,down,high_vol_down,0.867596923076923,-0.14202804651228207,2025,4
MM1850BC7,2025-04-14,,,,,2016.6,,,,0,C,1850.0,2027-03-18,2819.69,2848.99,2856.63,2806.95,0,703,2016.6,2819.69,-0.0036214928749824793,-0.1249851768102911,0.28039020720896707,0.2699610450085267,high_vol,down,high_vol_down,1.5241567567567569,0.4214413107391307,2025,4
MM1850BO7,2025-04-14,,,,,116.05,,,,0,P,1850.0,2027-03-18,2819.69,2848.99,2856.63,2806.95,0,703,116.05,2819.69,-0.0036214928749824793,-0.1249851768102911,0.28039020720896707,0.2699610450085267,high_vol,down,high_vol_down,1.5241567567567569,0.4214413107391307,2025,4
MM1900BC7,2025-04-14,,,,,1973.85,,,,0,C,1900.0,2027-03-18,2819.69,2848.99,2856.63,2806.95,0,703,1973.85,2819.69,-0.0036214928749824793,-0.1249851768102911,0.28039020720896707,0.2699610450085267,high_vol,down,high_vol_down,1.4840473684210527,0.39477306365696935,2025,4
MM3150BC7,2025-04-14,,,,,1071.75,,,1138.0,0,C,3150.0,2027-03-18,2819.69,2848.99,2856.63,2806.95,0,703,1071.75,2819.69,-0.0036214928749824793,-0.1249851768102911,0.28039020720896707,0.2699610450085267,high_vol,down,high_vol_down,0.8951396825396826,-0.11077550300817757,2025,4
MM3200BC7,2025-04-14,,,,,1043.55,,,1050.0,0,C,3200.0,2027-03-18,2819.69,2848.99,2856.63,2806.95,0,703,1043.55,2819.69,-0.0036214928749824793,-0.1249851768102911,0.28039020720896707,0.2699610450085267,high_vol,down,high_vol_down,0.881153125,-0.1265238599763168,2025,4
MM3300BF7,2025-04-14,,,,,1123.05,,,1080.0,0,C,3300.0,2027-06-17,2819.69,2848.99,2856.63,2806.95,0,794,1123.05,2819.69,-0.0036214928749824793,-0.1249851768102911,0.28039020720896707,0.2699610450085267,high_vol,down,high_vol_down,0.8544515151515152,-0.15729551864307043,2025,4
MM3450BF7,2025-04-14,,,,,1044.2,,,4460.0,0,C,3450.0,2027-06-17,2819.69,2848.99,2856.63,2806.95,0,794,1044.2,2819.69,-0.0036214928749824793,-0.1249851768102911,0.28039020720896707,0.2699610450085267,high_vol,down,high_vol_down,0.8173014492753623,-0.2017472812139043,2025,4
MM2500BR6,2025-04-15,,,,,181.2,,,,0,P,2500.0,2026-06-18,2805.55,2824.64,2836.0,2788.26,0,429,181.2,2805.55,-0.005027351644194766,-0.14557430187467876,0.26933890823033024,0.2657160202010261,high_vol,down,high_vol_down,1.12222,0.11530886631101399,2025,4
MM2550BR6,2025-04-15,,,,,195.4,,,,0,P,2550.0,2026-06-18,2805.55,2824.64,2836.0,2788.26,0,429,195.4,2805.55,-0.005027351644194766,-0.14557430187467876,0.26933890823033024,0.2657160202010261,high_vol,down,high_vol_down,1.1002156862745098,0.0955062390148343,2025,4
MM2600BF6,2025-04-15,,,,,979.4,,,98.0,0,C,2600.0,2026-06-18,2805.55,2824.64,2836.0,2788.26,0,429,979.4,2805.55,-0.005027351644194766,-0.14557430187467876,0.26933890823033024,0.2657160202010261,high_vol,down,high_vol_down,1.0790576923076924,0.07608815315773282,2025,4
MM2600BR6,2025-04-15,,,,,210.35,,,,0,P,2600.0,2026-06-18,2805.55,2824.64,2836.0,2788.26,0,429,210.35,2805.55,-0.005027351644194766,-0.14557430187467876,0.26933890823033024,0.2657160202010261,high_vol,down,high_vol_down,1.0790576923076924,0.07608815315773282,2025,4
MM2650BF6,2025-04-15,,,,,945.1,,,1132.0,0,C,2650.0,2026-06-18,2805.55,2824.64,2836.0,2788.26,0,429,945.1,2805.55,-0.005027351644194766,-0.14557430187467876,0.26933890823033024,0.2657160202010261,high_vol,down,high_vol_down,1.0586981132075473,0.05703995818703829,2025,4
MM2700BF6,2025-04-15,,,,,911.6,,,838.0,0,C,2700.0,2026-06-18,2805.55,2824.64,2836.0,2788.26,0,429,911.6,2805.55,-0.005027351644194766,-0.14557430187467876,0.26933890823033024,0.2657160202010261,high_vol,down,high_vol_down,1.0390925925925927,0.03834782517488575,2025,4
MM2700BR6,2025-04-15,,,,,242.55,,,,0,P,2700.0,2026-06-18,2805.55,2824.64,2836.0,2788.26,0,429,242.55,2805.55,-0.005027351644194766,-0.14557430187467876,0.26933890823033024,0.2657160202010261,high_vol,down,high_vol_down,1.0390925925925927,0.03834782517488575,2025,4
MM2750BF6,2025-04-15,,,,,878.8,,,136.0,0,C,2750.0,2026-06-18,2805.55,2824.64,2836.0,2788.26,0,429,878.8,2805.55,-0.005027351644194766,-0.14557430187467876,0.26933890823033024,0.2657160202010261,high_vol,down,high_vol_down,1.0202,0.019998686506689123,2025,4
MM2750BR6,2025-04-15,,,,,259.75,,,,0,P,2750.0,2026-06-18,2805.55,2824.64,2836.0,2788.26,0,429,259.75,2805.55,-0.005027351644194766,-0.14557430187467876,0.26933890823033024,0.2657160202010261,high_vol,down,high_vol_down,1.0202,0.019998686506689123,2025,4
MM2800BF6,2025-04-15,,,,,846.8,,,182.0,0,C,2800.0,2026-06-18,2805.55,2824.64,2836.0,2788.26,0,429,846.8,2805.55,-0.005027351644194766,-0.14557430187467876,0.26933890823033024,0.2657160202010261,high_vol,down,high_vol_down,1.001982142857143,0.0019801810040108877,2025,4
MM2800BR6,2025-04-15,,,,,277.75,,,,0,P,2800.0,2026-06-18,2805.55,2824.64,2836.0,2788.26,0,429,277.75,2805.55,-0.005027351644194766,-0.14557430187467876,0.26933890823033024,0.2657160202010261,high_vol,down,high_vol_down,1.001982142857143,0.0019801810040108877,2025,4
MM2850BF6,2025-04-15,,,,,815.6,,,,0,C,2850.0,2026-06-18,2805.55,2824.64,2836.0,2788.26,0,429,815.6,2805.55,-0.005027351644194766,-0.14557430187467876,0.26933890823033024,0.2657160202010261,high_vol,down,high_vol_down,0.9844035087719298,-0.015719396095390095,2025,4
MM2850BR6,2025-04-15,,,,,296.55,,,,0,P,2850.0,2026-06-18,2805.55,2824.64,2836.0,2788.26,0,429,296.55,2805.55,-0.005027351644194766,-0.14557430187467876,0.26933890823033024,0.2657160202010261,high_vol,down,high_vol_down,0.9844035087719298,-0.015719396095390095,2025,4
MM2900BF6,2025-04-15,,,,,785.2,,,,0,C,2900.0,2026-06-18,2805.55,2824.64,2836.0,2788.26,0,429,785.2,2805.55,-0.005027351644194766,-0.14557430187467876,0.26933890823033024,0.2657160202010261,high_vol,down,high_vol_down,0.9674310344827587,-0.033111138807259216,2025,4
MM3000BF6,2025-04-15,,,,,726.8,,,,0,C,3000.0,2026-06-18,2805.55,2824.64,2836.0,2788.26,0,429,726.8,2805.55,-0.005027351644194766,-0.14557430187467876,0.26933890823033024,0.2657160202010261,high_vol,down,high_vol_down,0.9351833333333334,-0.0670126904829406,2025,4
MM3100BI6,2025-04-15,,,,,817.25,,,998.0,0,C,3100.0,2026-09-17,2805.55,2824.64,2836.0,2788.26,0,520,817.25,2805.55,-0.005027351644194766,-0.14557430187467876,0.26933890823033024,0.2657160202010261,high_vol,down,high_vol_down,0.9050161290322581,-0.09980251330593143,2025,4
MM3150BI6,2025-04-15,,,,,789.9,,,1756.0,0,C,3150.0,2026-09-17,2805.55,2824.64,2836.0,2788.26,0,520,789.9,2805.55,-0.005027351644194766,-0.14557430187467876,0.26933890823033024,0.2657160202010261,high_vol,down,high_vol_down,0.8906507936507937,-0.1158028546523726,2025,4
MM3200BI6,2025-04-15,,,,,763.25,,,738.0,0,C,3200.0,2026-09-17,2805.55,2824.64,2836.0,2788.26,0,520,763.25,2805.55,-0.005027351644194766,-0.14557430187467876,0.26933890823033024,0.2657160202010261,high_vol,down,high_vol_down,0.8767343750000001,-0.13155121162051173,2025,4
MM3050BL6,2025-04-15,,,,,949.5,,,1520.0,0,C,3050.0,2026-12-17,2805.55,2824.64,2836.0,2788.26,0,611,949.5,2805.55,-0.005027351644194766,-0.14557430187467876,0.26933890823033024,0.2657160202010261,high_vol,down,high_vol_down,0.9198524590163935,-0.0835419924341512,2025,4
MM3100BL6,2025-04-15,,,,,921.35,,,542.0,0,C,3100.0,2026-12-17,2805.55,2824.64,2836.0,2788.26,0,611,921.35,2805.55,-0.005027351644194766,-0.14557430187467876,0.26933890823033024,0.2657160202010261,high_vol,down,high_vol_down,0.9050161290322581,-0.09980251330593143,2025,4
MM3200BL6,2025-04-15,,,,,867.05,,,2714.0,0,C,3200.0,2026-12-17,2805.55,2824.64,2836.0,2788.26,0,611,867.05,2805.55,-0.005027351644194766,-0.14557430187467876,0.26933890823033024,0.2657160202010261,high_vol,down,high_vol_down,0.8767343750000001,-0.13155121162051173,2025,4
MM3250BL6,2025-04-15,,,,,840.85,,,1426.0,0,C,3250.0,2026-12-17,2805.55,2824.64,2836.0,2788.26,0,611,840.85,2805.55,-0.005027351644194766,-0.14557430187467876,0.26933890823033024,0.2657160202010261,high_vol,down,high_vol_down,0.8632461538461539,-0.14705539815647703,2025,4
MM1850BC7,2025-04-15,,,,,1964.1,,,,0,C,1850.0,2027-03-18,2805.55,2824.64,2836.0,2788.26,0,702,1964.1,2805.55,-0.005027351644194766,-0.14557430187467876,0.26933890823033024,0.2657160202010261,high_vol,down,high_vol_down,1.5165135135135137,0.4164139590949357,2025,4
MM1850BO7,2025-04-15,,,,,90.9,,,,0,P,1850.0,2027-03-18,2805.55,2824.64,2836.0,2788.26,0,702,90.9,2805.55,-0.005027351644194766,-0.14557430187467876,0.26933890823033024,0.2657160202010261,high_vol,down,high_vol_down,1.5165135135135137,0.4164139590949357,2025,4
MM1900BC7,2025-04-15,,,,,1922.25,,,,0,C,1900.0,2027-03-18,2805.55,2824.64,2836.0,2788.26,0,702,1922.25,2805.55,-0.005027351644194766,-0.14557430187467876,0.26933890823033024,0.2657160202010261,high_vol,down,high_vol_down,1.4766052631578948,0.3897457120127743,2025,4
MM3150BC7,2025-04-15,,,,,1046.4,,,1138.0,0,C,3150.0,2027-03-18,2805.55,2824.64,2836.0,2788.26,0,702,1046.4,2805.55,-0.005027351644194766,-0.14557430187467876,0.26933890823033024,0.2657160202010261,high_vol,down,high_vol_down,0.8906507936507937,-0.1158028546523726,2025,4
MM3200BC7,2025-04-15,,,,,1018.7,,,1050.0,0,C,3200.0,2027-03-18,2805.55,2824.64,2836.0,2788.26,0,702,1018.7,2805.55,-0.005027351644194766,-0.14557430187467876,0.26933890823033024,0.2657160202010261,high_vol,down,high_vol_down,0.8767343750000001,-0.13155121162051173,2025,4
