SECID,TRADEDATE,OPEN,HIGH,LOW,CLOSE,SETTLEPRICE,VALUE,VOLUME,OPENPOSITION,NUMTRADES,option_type,strike,expiry_date,UNDERLYING_CLOSE,UNDERLYING_OPEN,UNDERLYING_HIGH,UNDERLYING_LOW,UNDERLYING_VOLUME,DTE_DAYS
MM2800BR6,2024-04-23,,,,,57.9,,,,0,P,2800.0,2026-06-18,3439.42,3483.26,3487.55,3436.83,0,786
MM3000BF6,2024-04-23,,,,,977.1,,,,0,C,3000.0,2026-06-18,3439.42,3483.26,3487.55,3436.83,0,786
MM3100BI6,2024-04-23,,,,,988.85,,,1042.0,0,C,3100.0,2026-09-17,3439.42,3483.26,3487.55,3436.83,0,877
MM3150BI6,2024-04-23,,,,,947.95,,,1872.0,0,C,3150.0,2026-09-17,3439.42,3483.26,3487.55,3436.83,0,877
MM3200BI6,2024-04-23,,,,,907.85,,,854.0,0,C,3200.0,2026-09-17,3439.42,3483.26,3487.55,3436.83,0,877
MM3050BL6,2024-04-23,,,,,1038.8,,,1752.0,0,C,3050.0,2026-12-17,3439.42,3483.26,3487.55,3436.83,0,968
MM3100BL6,2024-04-23,,,,,997.9,,,570.0,0,C,3100.0,2026-12-17,3439.42,3483.26,3487.55,3436.83,0,968
MM3200BL6,2024-04-23,,,,,918.35,,,3160.0,0,C,3200.0,2026-12-17,3439.42,3483.26,3487.55,3436.83,0,968
MM3250BL6,2024-04-23,,,,,879.85,,,1738.0,0,C,3250.0,2026-12-17,3439.42,3483.26,3487.55,3436.83,0,968
MM3150BC7,2024-04-23,,,,,993.7,,,1266.0,0,C,3150.0,2027-03-18,3439.42,3483.26,3487.55,3436.83,0,1059
MM3200BC7,2024-04-23,,,,,954.65,,,1186.0,0,C,3200.0,2027-03-18,3439.42,3483.26,3487.55,3436.83,0,1059
MM3300BF7,2024-04-23,,,,,961.8,,,1170.0,0,C,3300.0,2027-06-17,3439.42,3483.26,3487.55,3436.83,0,1150
MM3450BF7,2024-04-23,,,,,853.2,828000.0,24.0,1564.0,3,C,3450.0,2027-06-17,3439.42,3483.26,3487.55,3436.83,0,1150
MM2500BR6,2024-04-24,,,,,246.15,,,,0,P,2500.0,2026-06-18,3428.93,3438.45,3445.67,3423.17,0,785
MM2550BR6,2024-04-24,,,,,256.4,,,,0,P,2550.0,2026-06-18,3428.93,3438.45,3445.67,3423.17,0,785
MM2600BF6,2024-04-24,,,,,1567.1,,,98.0,0,C,2600.0,2026-06-18,3428.93,3438.45,3445.67,3423.17,0,785
MM2600BR6,2024-04-24,,,,,267.1,,,,0,P,2600.0,2026-06-18,3428.93,3438.45,3445.67,3423.17,0,785
MM2650BF6,2024-04-24,,,,,1528.2,,,1144.0,0,C,2650.0,2026-06-18,3428.93,3438.45,3445.67,3423.17,0,785
MM2700BF6,2024-04-24,,,,,1489.75,,,954.0,0,C,2700.0,2026-06-18,3428.93,3438.45,3445.67,3423.17,0,785
MM2700BR6,2024-04-24,,,,,289.75,,,,0,P,2700.0,2026-06-18,3428.93,3438.45,3445.67,3423.17,0,785
MM2750BF6,2024-04-24,,,,,1451.75,,,144.0,0,C,2750.0,2026-06-18,3428.93,3438.45,3445.67,3423.17,0,785
MM2750BR6,2024-04-24,,,,,301.75,,,,0,P,2750.0,2026-06-18,3428.93,3438.45,3445.67,3423.17,0,785
MM2800BF6,2024-04-24,,,,,1414.2,,,182.0,0,C,2800.0,2026-06-18,3428.93,3438.45,3445.67,3423.17,0,785
MM2800BR6,2024-04-24,,,,,314.2,,,,0,P,2800.0,2026-06-18,3428.93,3438.45,3445.67,3423.17,0,785
MM2900BF6,2024-04-24,,,,,1340.6,,,,0,C,2900.0,2026-06-18,3428.93,3438.45,3445.67,3423.17,0,785
MM3000BF6,2024-04-24,,,,,1269.0,,,,0,C,3000.0,2026-06-18,3428.93,3438.45,3445.67,3423.17,0,785
MM3100BI6,2024-04-24,,,,,1300.45,,,1042.0,0,C,3100.0,2026-09-17,3428.93,3438.45,3445.67,3423.17,0,876
MM3150BI6,2024-04-24,,,,,1266.5,,,1872.0,0,C,3150.0,2026-09-17,3428.93,3438.45,3445.67,3423.17,0,876
MM3200BI6,2024-04-24,,,,,1233.05,,,854.0,0,C,3200.0,2026-09-17,3428.93,3438.45,3445.67,3423.17,0,876
MM3050BL6,2024-04-24,,,,,1341.05,,,1752.0,0,C,3050.0,2026-12-17,3428.93,3438.45,3445.67,3423.17,0,967
MM3100BL6,2024-04-24,,,,,1307.4,,,570.0,0,C,3100.0,2026-12-17,3428.93,3438.45,3445.67,3423.17,0,967
MM3200BL6,2024-04-24,,,,,1241.6,,,3160.0,0,C,3200.0,2026-12-17,3428.93,3438.45,3445.67,3423.17,0,967
MM3250BL6,2024-04-24,,,,,1209.45,,,1738.0,0,C,3250.0,2026-12-17,3428.93,3438.45,3445.67,3423.17,0,967
MM3150BC7,2024-04-24,,,,,1362.7,,,1266.0,0,C,3150.0,2027-03-18,3428.93,3438.45,3445.67,3423.17,0,1058
MM3200BC7,2024-04-24,,,,,1330.05,,,1186.0,0,C,3200.0,2027-03-18,3428.93,3438.45,3445.67,3423.17,0,1058
MM3300BF7,2024-04-24,,,,,1357.6,,,1170.0,0,C,3300.0,2027-06-17,3428.93,3438.45,3445.67,3423.17,0,1149
MM3450BF7,2024-04-24,,,,,1265.15,3967500.0,115.0,1794.0,7,C,3450.0,2027-06-17,3428.93,3438.45,3445.67,3423.17,0,1149
MM2500BR6,2024-04-25,,,,,5.5,,,,0,P,2500.0,2026-06-18,3439.76,3429.62,3443.74,3427.02,0,784
MM2550BR6,2024-04-25,,,,,6.55,,,,0,P,2550.0,2026-06-18,3439.76,3429.62,3443.74,3427.02,0,784
MM2600BF6,2024-04-25,,,,,1367.3,,,98.0,0,C,2600.0,2026-06-18,3439.76,3429.62,3443.74,3427.02,0,784
MM2600BR6,2024-04-25,,,,,7.8,,,,0,P,2600.0,2026-06-18,3439.76,3429.62,3443.74,3427.02,0,784
MM2650BF6,2024-04-25,,,,,1318.9,,,1144.0,0,C,2650.0,2026-06-18,3439.76,3429.62,3443.74,3427.02,0,784
MM2700BF6,2024-04-25,,,,,1270.85,,,954.0,0,C,2700.0,2026-06-18,3439.76,3429.62,3443.74,3427.02,0,784
MM2700BR6,2024-04-25,,,,,11.35,,,,0,P,2700.0,2026-06-18,3439.76,3429.62,3443.74,3427.02,0,784
MM2750BF6,2024-04-25,,,,,1223.3,,,144.0,0,C,2750.0,2026-06-18,3439.76,3429.62,3443.74,3427.02,0,784
MM2750BR6,2024-04-25,,,,,13.8,,,,0,P,2750.0,2026-06-18,3439.76,3429.62,3443.74,3427.02,0,784
MM2800BF6,2024-04-25,,,,,1176.25,,,182.0,0,C,2800.0,2026-06-18,3439.76,3429.62,3443.74,3427.02,0,784
MM2800BR6,2024-04-25,,,,,16.75,,,,0,P,2800.0,2026-06-18,3439.76,3429.62,3443.74,3427.02,0,784
MM2900BF6,2024-04-25,,,,,1084.2,,,,0,C,2900.0,2026-06-18,3439.76,3429.62,3443.74,3427.02,0,784
MM3000BF6,2024-04-25,,,,,995.7,,,,0,C,3000.0,2026-06-18,3439.76,3429.62,3443.74,3427.02,0,784
MM3100BI6,2024-04-25,,,,,913.4,,,1042.0,0,C,3100.0,2026-09-17,3439.76,3429.62,3443.74,3427.02,0,875
MM3150BI6,2024-04-25,,,,,874.45,,,1872.0,0,C,3150.0,2026-09-17,3439.76,3429.62,3443.74,3427.02,0,875
MM3200BI6,2024-04-25,,,,,836.9,,,854.0,0,C,3200.0,2026-09-17,3439.76,3429.62,3443.74,3427.02,0,875
MM3050BL6,2024-04-25,,,,,969.45,,,1752.0,0,C,3050.0,2026-12-17,3439.76,3429.62,3443.74,3427.02,0,966
MM3100BL6,2024-04-25,,,,,929.9,,,570.0,0,C,3100.0,2026-12-17,3439.76,3429.62,3443.74,3427.02,0,966
MM3200BL6,2024-04-25,,,,,854.75,,,3160.0,0,C,3200.0,2026-12-17,3439.76,3429.62,3443.74,3427.02,0,966
MM3250BL6,2024-04-25,,,,,819.25,,,1738.0,0,C,3250.0,2026-12-17,3439.76,3429.62,3443.74,3427.02,0,966
MM3150BC7,2024-04-25,,,,,963.9,,,1266.0,0,C,3150.0,2027-03-18,3439.76,3429.62,3443.74,3427.02,0,1057
MM3200BC7,2024-04-25,,,,,926.2,,,1186.0,0,C,3200.0,2027-03-18,3439.76,3429.62,3443.74,3427.02,0,1057
MM3300BF7,2024-04-25,,,,,928.8,,,1170.0,0,C,3300.0,2027-06-17,3439.76,3429.62,3443.74,3427.02,0,1148
MM3450BF7,2024-04-25,,,,,828.4,897000.0,26.0,1846.0,4,C,3450.0,2027-06-17,3439.76,3429.62,3443.74,3427.02,0,1148
MM2500BR6,2024-04-26,,,,,9.85,,,,0,P,2500.0,2026-06-18,3449.77,3446.39,3459.12,3438.06,0,783
MM2550BR6,2024-04-26,,,,,12.2,,,,0,P,2550.0,2026-06-18,3449.77,3446.39,3459.12,3438.06,0,783
MM2600BF6,2024-04-26,,,,,1297.1,,,98.0,0,C,2600.0,2026-06-18,3449.77,3446.39,3459.12,3438.06,0,783
MM2600BR6,2024-04-26,,,,,15.1,,,,0,P,2600.0,2026-06-18,3449.77,3446.39,3459.12,3438.06,0,783
MM2650BF6,2024-04-26,,,,,1250.6,,,1144.0,0,C,2650.0,2026-06-18,3449.77,3446.39,3459.12,3438.06,0,783
MM2700BF6,2024-04-26,,,,,1204.75,,,954.0,0,C,2700.0,2026-06-18,3449.77,3446.39,3459.12,3438.06,0,783
MM2700BR6,2024-04-26,,,,,22.75,,,,0,P,2700.0,2026-06-18,3449.77,3446.39,3459.12,3438.06,0,783
MM2750BF6,2024-04-26,,,,,1159.7,,,144.0,0,C,2750.0,2026-06-18,3449.77,3446.39,3459.12,3438.06,0,783
MM2750BR6,2024-04-26,,,,,27.7,,,,0,P,2750.0,2026-06-18,3449.77,3446.39,3459.12,3438.06,0,783
MM2800BF6,2024-04-26,,,,,1115.45,,,182.0,0,C,2800.0,2026-06-18,3449.77,3446.39,3459.12,3438.06,0,783
MM2800BR6,2024-04-26,,,,,33.45,,,,0,P,2800.0,2026-06-18,3449.77,3446.39,3459.12,3438.06,0,783
MM3000BF6,2024-04-26,,,,,948.85,,,,0,C,3000.0,2026-06-18,3449.77,3446.39,3459.12,3438.06,0,783
MM3100BI6,2024-04-26,,,,,908.6,,,1042.0,0,C,3100.0,2026-09-17,3449.77,3446.39,3459.12,3438.06,0,874
MM3150BI6,2024-04-26,,,,,872.85,,,1872.0,0,C,3150.0,2026-09-17,3449.77,3446.39,3459.12,3438.06,0,874
MM3200BI6,2024-04-26,,,,,838.4,,,854.0,0,C,3200.0,2026-09-17,3449.77,3446.39,3459.12,3438.06,0,874
MM3050BL6,2024-04-26,,,,,993.55,,,1752.0,0,C,3050.0,2026-12-17,3449.77,3446.39,3459.12,3438.06,0,965
MM3100BL6,2024-04-26,,,,,956.55,,,570.0,0,C,3100.0,2026-12-17,3449.77,3446.39,3459.12,3438.06,0,965
MM3200BL6,2024-04-26,,,,,886.3,,,3160.0,0,C,3200.0,2026-12-17,3449.77,3446.39,3459.12,3438.06,0,965
MM3250BL6,2024-04-26,,,,,853.0,,,1738.0,0,C,3250.0,2026-12-17,3449.77,3446.39,3459.12,3438.06,0,965
MM3150BC7,2024-04-26,,,,,992.5,,,1266.0,0,C,3150.0,2027-03-18,3449.77,3446.39,3459.12,3438.06,0,1056
MM3200BC7,2024-04-26,,,,,957.3,,,1186.0,0,C,3200.0,2027-03-18,3449.77,3446.39,3459.12,3438.06,0,1056
MM3300BF7,2024-04-26,,,,,964.25,,,1170.0,0,C,3300.0,2027-06-17,3449.77,3446.39,3459.12,3438.06,0,1147
MM3450BF7,2024-04-26,,,,,870.3,9315000.0,270.0,2386.0,3,C,3450.0,2027-06-17,3449.77,3446.39,3459.12,3438.06,0,1147
MM2500BR6,2024-04-27,,,,,1.05,,,,0,P,2500.0,2026-06-18,3465.85,3453.63,3467.23,3453.4,0,782
MM2550BR6,2024-04-27,,,,,1.4,,,,0,P,2550.0,2026-06-18,3465.85,3453.63,3467.23,3453.4,0,782
MM2600BF6,2024-04-27,,,,,1291.85,,,98.0,0,C,2600.0,2026-06-18,3465.85,3453.63,3467.23,3453.4,0,782
MM2600BR6,2024-04-27,,,,,1.85,,,,0,P,2600.0,2026-06-18,3465.85,3453.63,3467.23,3453.4,0,782
MM2650BF6,2024-04-27,,,,,1242.5,,,1144.0,0,C,2650.0,2026-06-18,3465.85,3453.63,3467.23,3453.4,0,782
MM2700BF6,2024-04-27,,,,,1193.35,,,954.0,0,C,2700.0,2026-06-18,3465.85,3453.63,3467.23,3453.4,0,782
MM2700BR6,2024-04-27,,,,,3.35,,,,0,P,2700.0,2026-06-18,3465.85,3453.63,3467.23,3453.4,0,782
MM2750BF6,2024-04-27,,,,,1144.55,,,144.0,0,C,2750.0,2026-06-18,3465.85,3453.63,3467.23,3453.4,0,782
MM2750BR6,2024-04-27,,,,,4.55,,,,0,P,2750.0,2026-06-18,3465.85,3453.63,3467.23,3453.4,0,782
MM2800BF6,2024-04-27,,,,,1096.1,,,182.0,0,C,2800.0,2026-06-18,3465.85,3453.63,3467.23,3453.4,0,782
MM2800BR6,2024-04-27,,,,,6.1,,,,0,P,2800.0,2026-06-18,3465.85,3453.63,3467.23,3453.4,0,782
MM2900BF6,2024-04-27,,,,,1000.9,,,,0,C,2900.0,2026-06-18,3465.85,3453.63,3467.23,3453.4,0,782
MM3000BF6,2024-04-27,,,,,908.75,,,,0,C,3000.0,2026-06-18,3465.85,3453.63,3467.23,3453.4,0,782
MM3100BI6,2024-04-27,,,,,838.2,,,1042.0,0,C,3100.0,2026-09-17,3465.85,3453.63,3467.23,3453.4,0,873
MM3150BI6,2024-04-27,,,,,796.9,,,1872.0,0,C,3150.0,2026-09-17,3465.85,3453.63,3467.23,3453.4,0,873
MM3200BI6,2024-04-27,,,,,757.0,,,854.0,0,C,3200.0,2026-09-17,3465.85,3453.63,3467.23,3453.4,0,873
MM3050BL6,2024-04-27,,,,,931.8,,,1752.0,0,C,3050.0,2026-12-17,3465.85,3453.63,3467.23,3453.4,0,964
MM3100BL6,2024-04-27,,,,,888.95,,,570.0,0,C,3100.0,2026-12-17,3465.85,3453.63,3467.23,3453.4,0,964
MM3200BL6,2024-04-27,,,,,807.15,,,3160.0,0,C,3200.0,2026-12-17,3465.85,3453.63,3467.23,3453.4,0,964
MM3250BL6,2024-04-27,,,,,768.35,,,1738.0,0,C,3250.0,2026-12-17,3465.85,3453.63,3467.23,3453.4,0,964
MM3150BC7,2024-04-27,,,,,917.25,,,1266.0,0,C,3150.0,2027-03-18,3465.85,3453.63,3467.23,3453.4,0,1055
MM3200BC7,2024-04-27,,,,,876.25,,,1186.0,0,C,3200.0,2027-03-18,3465.85,3453.63,3467.23,3453.4,0,1055
MM3300BF7,2024-04-27,,,,,870.2,,,1170.0,0,C,3300.0,2027-06-17,3465.85,3453.63,3467.23,3453.4,0,1146
MM3450BF7,2024-04-27,,,,,760.6,3243000.0,94.0,2574.0,4,C,3450.0,2027-06-17,3465.85,3453.63,3467.23,3453.4,0,1146
MM2500BR6,2024-04-29,,,,,2.9,,,,0,P,2500.0,2026-06-18,3478.08,3468.92,3480.47,3467.25,0,780
MM2550BR6,2024-04-29,,,,,3.75,,,,0,P,2550.0,2026-06-18,3478.08,3468.92,3480.47,3467.25,0,780
MM2600BF6,2024-04-29,,,,,1309.45,,,98.0,0,C,2600.0,2026-06-18,3478.08,3468.92,3480.47,3467.25,0,780
MM2600BR6,2024-04-29,,,,,4.8,,,,0,P,2600.0,2026-06-18,3478.08,3468.92,3480.47,3467.25,0,780
MM2650BF6,2024-04-29,,,,,1260.85,,,1144.0,0,C,2650.0,2026-06-18,3478.08,3468.92,3480.47,3467.25,0,780
MM2700BF6,2024-04-29,,,,,1212.65,,,954.0,0,C,2700.0,2026-06-18,3478.08,3468.92,3480.47,3467.25,0,780
MM2700BR6,2024-04-29,,,,,8.0,,,,0,P,2700.0,2026-06-18,3478.08,3468.92,3480.47,3467.25,0,780
MM2750BF6,2024-04-29,,,,,1164.95,,,144.0,0,C,2750.0,2026-06-18,3478.08,3468.92,3480.47,3467.25,0,780
MM2750BR6,2024-04-29,,,,,10.3,,,,0,P,2750.0,2026-06-18,3478.08,3468.92,3480.47,3467.25,0,780
MM2800BF6,2024-04-29,,,,,1117.8,,,182.0,0,C,2800.0,2026-06-18,3478.08,3468.92,3480.47,3467.25,0,780
MM2800BR6,2024-04-29,,,,,13.15,,,,0,P,2800.0,2026-06-18,3478.08,3468.92,3480.47,3467.25,0,780
MM2900BF6,2024-04-29,,,,,1025.75,,,,0,C,2900.0,2026-06-18,3478.08,3468.92,3480.47,3467.25,0,780
MM3000BF6,2024-04-29,,,,,937.45,,,,0,C,3000.0,2026-06-18,3478.08,3468.92,3480.47,3467.25,0,780
MM3100BI6,2024-04-29,,,,,873.35,,,1042.0,0,C,3100.0,2026-09-17,3478.08,3468.92,3480.47,3467.25,0,871
MM3150BI6,2024-04-29,,,,,834.2,,,1872.0,0,C,3150.0,2026-09-17,3478.08,3468.92,3480.47,3467.25,0,871
MM3200BI6,2024-04-29,,,,,796.45,,,854.0,0,C,3200.0,2026-09-17,3478.08,3468.92,3480.47,3467.25,0,871
MM3050BL6,2024-04-29,,,,,946.9,,,1752.0,0,C,3050.0,2026-12-17,3478.08,3468.92,3480.47,3467.25,0,962
MM3100BL6,2024-04-29,,,,,906.7,,,570.0,0,C,3100.0,2026-12-17,3478.08,3468.92,3480.47,3467.25,0,962
MM3200BL6,2024-04-29,,,,,830.2,,,3160.0,0,C,3200.0,2026-12-17,3478.08,3468.92,3480.47,3467.25,0,962
MM3250BL6,2024-04-29,,,,,794.05,,,1738.0,0,C,3250.0,2026-12-17,3478.08,3468.92,3480.47,3467.25,0,962
MM3150BC7,2024-04-29,,,,,938.45,,,1266.0,0,C,3150.0,2027-03-18,3478.08,3468.92,3480.47,3467.25,0,1053
MM3200BC7,2024-04-29,,,,,900.15,,,1186.0,0,C,3200.0,2027-03-18,3478.08,3468.92,3480.47,3467.25,0,1053
MM3300BF7,2024-04-29,,,,,900.5,,,1170.0,0,C,3300.0,2027-06-17,3478.08,3468.92,3480.47,3467.25,0,1144
MM3450BF7,2024-04-29,,,,,798.3,,,2574.0,0,C,3450.0,2027-06-17,3478.08,3468.92,3480.47,3467.25,0,1144
MM2500BR6,2024-04-30,,,,,4.4,,,,0,P,2500.0,2026-06-18,3469.83,3481.29,3486.3,3464.86,0,779
MM2550BR6,2024-04-30,,,,,5.25,,,,0,P,2550.0,2026-06-18,3469.83,3481.29,3486.3,3464.86,0,779
MM2600BF6,2024-04-30,,,,,1301.5,,,98.0,0,C,2600.0,2026-06-18,3469.83,3481.29,3486.3,3464.86,0,779
MM2600BR6,2024-04-30,,,,,6.3,,,,0,P,2600.0,2026-06-18,3469.83,3481.29,3486.3,3464.86,0,779
MM2650BF6,2024-04-30,,,,,1252.8,,,1144.0,0,C,2650.0,2026-06-18,3469.83,3481.29,3486.3,3464.86,0,779
MM2700BF6,2024-04-30,,,,,1204.45,,,954.0,0,C,2700.0,2026-06-18,3469.83,3481.29,3486.3,3464.86,0,779
MM2700BR6,2024-04-30,,,,,9.25,,,,0,P,2700.0,2026-06-18,3469.83,3481.29,3486.3,3464.86,0,779
MM2750BF6,2024-04-30,,,,,1156.55,,,144.0,0,C,2750.0,2026-06-18,3469.83,3481.29,3486.3,3464.86,0,779
MM2750BR6,2024-04-30,,,,,11.35,,,,0,P,2750.0,2026-06-18,3469.83,3481.29,3486.3,3464.86,0,779
MM2800BF6,2024-04-30,,,,,1109.2,,,182.0,0,C,2800.0,2026-06-18,3469.83,3481.29,3486.3,3464.86,0,779
MM2800BR6,2024-04-30,,,,,14.0,,,,0,P,2800.0,2026-06-18,3469.83,3481.29,3486.3,3464.86,0,779
MM2900BF6,2024-04-30,,,,,1016.55,,,,0,C,2900.0,2026-06-18,3469.83,3481.29,3486.3,3464.86,0,779
MM3000BF6,2024-04-30,,,,,927.6,,,,0,C,3000.0,2026-06-18,3469.83,3481.29,3486.3,3464.86,0,779
MM3100BI6,2024-04-30,,,,,863.0,,,1042.0,0,C,3100.0,2026-09-17,3469.83,3481.29,3486.3,3464.86,0,870
MM3150BI6,2024-04-30,,,,,823.7,,,1872.0,0,C,3150.0,2026-09-17,3469.83,3481.29,3486.3,3464.86,0,870
MM3200BI6,2024-04-30,,,,,785.95,,,854.0,0,C,3200.0,2026-09-17,3469.83,3481.29,3486.3,3464.86,0,870
MM3050BL6,2024-04-30,,,,,948.75,,,1752.0,0,C,3050.0,2026-12-17,3469.83,3481.29,3486.3,3464.86,0,961
MM3100BL6,2024-04-30,,,,,908.05,,,570.0,0,C,3100.0,2026-12-17,3469.83,3481.29,3486.3,3464.86,0,961
MM3200BL6,2024-04-30,,,,,830.7,,,3160.0,0,C,3200.0,2026-12-17,3469.83,3481.29,3486.3,3464.86,0,961
MM3250BL6,2024-04-30,,,,,794.2,,,1738.0,0,C,3250.0,2026-12-17,3469.83,3481.29,3486.3,3464.86,0,961
MM3150BC7,2024-04-30,,,,,938.45,,,1266.0,0,C,3150.0,2027-03-18,3469.83,3481.29,3486.3,3464.86,0,1052
MM3200BC7,2024-04-30,,,,,899.7,,,1186.0,0,C,3200.0,2027-03-18,3469.83,3481.29,3486.3,3464.86,0,1052
MM3300BF7,2024-04-30,,,,,897.85,,,1170.0,0,C,3300.0,2027-06-17,3469.83,3481.29,3486.3,3464.86,0,1143
MM3450BF7,2024-04-30,,,,,794.95,,,2574.0,0,C,3450.0,2027-06-17,3469.83,3481.29,3486.3,3464.86,0,1143
MM2500BR6,2024-05-02,,,,,4.5,,,,0,P,2500.0,2026-06-18,3442.83,3470.87,3477.42,3439.58,0,777
MM2550BR6,2024-05-02,,,,,5.8,,,,0,P,2550.0,2026-06-18,3442.83,3470.87,3477.42,3439.58,0,777
MM2600BF6,2024-05-02,,,,,1304.0,,,98.0,0,C,2600.0,2026-06-18,3442.83,3470.87,3477.42,3439.58,0,777
MM2600BR6,2024-05-02,,,,,7.5,,,,0,P,2600.0,2026-06-18,3442.83,3470.87,3477.42,3439.58,0,777
MM2650BF6,2024-05-02,,,,,1256.1,,,1144.0,0,C,2650.0,2026-06-18,3442.83,3470.87,3477.42,3439.58,0,777
MM2700BF6,2024-05-02,,,,,1208.7,,,954.0,0,C,2700.0,2026-06-18,3442.83,3470.87,3477.42,3439.58,0,777
MM2700BR6,2024-05-02,,,,,12.2,,,,0,P,2700.0,2026-06-18,3442.83,3470.87,3477.42,3439.58,0,777
MM2750BF6,2024-05-02,,,,,1161.9,,,144.0,0,C,2750.0,2026-06-18,3442.83,3470.87,3477.42,3439.58,0,777
MM2750BR6,2024-05-02,,,,,15.4,,,,0,P,2750.0,2026-06-18,3442.83,3470.87,3477.42,3439.58,0,777
MM2800BF6,2024-05-02,,,,,1115.75,,,182.0,0,C,2800.0,2026-06-18,3442.83,3470.87,3477.42,3439.58,0,777
MM2800BR6,2024-05-02,,,,,19.25,,,,0,P,2800.0,2026-06-18,3442.83,3470.87,3477.42,3439.58,0,777
MM2900BF6,2024-05-02,,,,,1026.0,,,,0,C,2900.0,2026-06-18,3442.83,3470.87,3477.42,3439.58,0,777
MM3000BF6,2024-05-02,,,,,940.15,,,,0,C,3000.0,2026-06-18,3442.83,3470.87,3477.42,3439.58,0,777
MM3100BI6,2024-05-02,,,,,886.35,,,1042.0,0,C,3100.0,2026-09-17,3442.83,3470.87,3477.42,3439.58,0,868
MM3150BI6,2024-05-02,,,,,848.25,,,1872.0,0,C,3150.0,2026-09-17,3442.83,3470.87,3477.42,3439.58,0,868
MM3200BI6,2024-05-02,,,,,811.5,,,854.0,0,C,3200.0,2026-09-17,3442.83,3470.87,3477.42,3439.58,0,868
MM3050BL6,2024-05-02,,,,,950.95,,,1752.0,0,C,3050.0,2026-12-17,3442.83,3470.87,3477.42,3439.58,0,959
MM3100BL6,2024-05-02,,,,,912.15,,,570.0,0,C,3100.0,2026-12-17,3442.83,3470.87,3477.42,3439.58,0,959
MM3200BL6,2024-05-02,,,,,838.25,,,3160.0,0,C,3200.0,2026-12-17,3442.83,3470.87,3477.42,3439.58,0,959
MM3250BL6,2024-05-02,,,,,803.25,,,1738.0,0,C,3250.0,2026-12-17,3442.83,3470.87,3477.42,3439.58,0,959
MM3150BC7,2024-05-02,,,,,941.15,,,1266.0,0,C,3150.0,2027-03-18,3442.83,3470.87,3477.42,3439.58,0,1050
MM3200BC7,2024-05-02,,,,,904.3,,,1186.0,0,C,3200.0,2027-03-18,3442.83,3470.87,3477.42,3439.58,0,1050
MM3300BF7,2024-05-02,,,,,902.0,,,1170.0,0,C,3300.0,2027-06-17,3442.83,3470.87,3477.42,3439.58,0,1141
MM3450BF7,2024-05-02,,,,,803.95,,,2574.0,0,C,3450.0,2027-06-17,3442.83,3470.87,3477.42,3439.58,0,1141
MM2500BR6,2024-05-03,,,,,25.6,,,,0,P,2500.0,2026-06-18,3441.77,3443.49,3450.43,3424.63,0,776
MM2550BR6,2024-05-03,,,,,26.9,,,,0,P,2550.0,2026-06-18,3441.77,3443.49,3450.43,3424.63,0,776
MM2600BF6,2024-05-03,,,,,1285.45,,,98.0,0,C,2600.0,2026-06-18,3441.77,3443.49,3450.43,3424.63,0,776
MM2600BR6,2024-05-03,,,,,28.45,,,,0,P,2600.0,2026-06-18,3441.77,3443.49,3450.43,3424.63,0,776
MM2650BF6,2024-05-03,,,,,1237.15,,,1144.0,0,C,2650.0,2026-06-18,3441.77,3443.49,3450.43,3424.63,0,776
MM2700BF6,2024-05-03,,,,,1189.1,,,954.0,0,C,2700.0,2026-06-18,3441.77,3443.49,3450.43,3424.63,0,776
MM2700BR6,2024-05-03,,,,,32.1,,,,0,P,2700.0,2026-06-18,3441.77,3443.49,3450.43,3424.63,0,776
MM2750BF6,2024-05-03,,,,,1141.3,,,144.0,0,C,2750.0,2026-06-18,3441.77,3443.49,3450.43,3424.63,0,776
MM2750BR6,2024-05-03,,,,,34.3,,,,0,P,2750.0,2026-06-18,3441.77,3443.49,3450.43,3424.63,0,776
MM2800BF6,2024-05-03,,,,,1093.8,,,182.0,0,C,2800.0,2026-06-18,3441.77,3443.49,3450.43,3424.63,0,776
MM2800BR6,2024-05-03,,,,,36.8,,,,0,P,2800.0,2026-06-18,3441.77,3443.49,3450.43,3424.63,0,776
MM2900BF6,2024-05-03,,,,,999.85,,,,0,C,2900.0,2026-06-18,3441.77,3443.49,3450.43,3424.63,0,776
MM3000BF6,2024-05-03,,,,,907.65,,,,0,C,3000.0,2026-06-18,3441.77,3443.49,3450.43,3424.63,0,776
MM3100BI6,2024-05-03,,,,,875.35,,,1042.0,0,C,3100.0,2026-09-17,3441.77,3443.49,3450.43,3424.63,0,867
MM3150BI6,2024-05-03,,,,,831.2,,,1872.0,0,C,3150.0,2026-09-17,3441.77,3443.49,3450.43,3424.63,0,867
MM3200BI6,2024-05-03,,,,,787.75,,,854.0,0,C,3200.0,2026-09-17,3441.77,3443.49,3450.43,3424.63,0,867
MM3050BL6,2024-05-03,,,,,943.7,,,1752.0,0,C,3050.0,2026-12-17,3441.77,3443.49,3450.43,3424.63,0,958
MM3100BL6,2024-05-03,,,,,899.2,,,570.0,0,C,3100.0,2026-12-17,3441.77,3443.49,3450.43,3424.63,0,958
MM3200BL6,2024-05-03,,,,,812.15,,,3160.0,0,C,3200.0,2026-12-17,3441.77,3443.49,3450.43,3424.63,0,958
MM3250BL6,2024-05-03,,,,,769.8,,,1738.0,0,C,3250.0,2026-12-17,3441.77,3443.49,3450.43,3424.63,0,958
