Title	Price	Shipping_cost	Sales_Count	Sales_Value	Link	Condition	Seller Notes	Brand	Model	Storage Capacity	Network	Camera Resolution	Screen Size	Lock Status	RAM	Contract	Operating System	Model Number	Style	MPN	Connectivity	Features	SIM Card Slot	Memory Card Type	Processor	Color	2G	3G	4G	5G	Bluetooth	GSM	WI-FI	Micro USB	USB	Type-C	Fast_usb	NFC	Dual-Band	ANT+	Android Beam	Beidou	Cellular	FM	DLNA	EDGE	Fast Charge	GPS	Galileo	Global Version	HDMI Micro	Glonass	Headphone Jack	OTA	OTG	Infrared	Lightning	Quad-Band	Tri-Band	Wireless charging	WAP	WCDMA	Last_Sale	Is_Target
1326.Nokia 3390b Very Rare - For Collectors - Unlocked	29.99	8.0	1.0	29.99	https://www.ebay.com/itm/165661127675?nordt=true&orig_cvip=true&rt=nc	Used	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	nokia	Nokia 3390b	512.0	Unlocked	2.0	2.5	Network Unlocked	5.2053941908713695	Without Contract	Other	A2111 (CDMA + GSM)	Bar	BLACKBERRYCURVE93303GUNLOCKEDDARKGRAY	Micro USB	Internet Connectivity	Single SIM	MicroSD	Others	Black	0	0	0	0	0	0	0	1	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-04-28	1
Nokia 5165 - Blue Cellular Phone Cingular wireless 	40.0	0.0	1.0	40.0	https://www.ebay.com/itm/124888066774?nordt=true&orig_cvip=true&rt=nc	Used	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	nokia	5165	100.0	Operator	9.165085388994308	3.7637822239322816	Factory Unlocked	5.2053941908713695	Without Contract	Other	A2111 (CDMA + GSM)	Bar	nokia 5165	Micro USB	Internet Connectivity	Single SIM	MicroSD	Others	Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-04-28	1
Nokia 7705 Twist - Black(Verizon)Cellular Phone wireless VERY RARE & small phone	199.0	0.0	1.0	199.0	https://www.ebay.com/itm/125896910027?nordt=true&orig_cvip=true&rt=nc	Open box	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	nokia	twist 7705	256.0	Operator	3.0	2.4	Factory Unlocked	5.2053941908713695	Without Contract	Other	A2111 (CDMA + GSM)	Swivel	TWIST7705, 7705BLKVZW, 7705 TWIST, 2001344	Micro USB	Internet Connectivity	Single SIM	MicroSDHC	Others	Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-04-28	1
Nokia 2610 - Silver and Black ( AT&T ) Cellular Phone	14.39	4.49	1.0	14.39	https://www.ebay.com/itm/324566199887?nordt=true&orig_cvip=true&rt=nc	Used	“Works perfectly. Some minor wear around the body. Screen has some light scuffs. No breaks or cracks”	nokia	2610	88.56291056088934	Operator	9.165085388994308	3.7637822239322816	Network Locked	5.2053941908713695	Without Contract	Other	A2111 (CDMA + GSM)	Bar	2610SILATTPYP, 3820267, 3320226, 2610SILATTPAYG, 3820265, 3320225, 2950225, 2950224, 3710232	Micro USB	Internet Connectivity	Single SIM	MicroSD	Others	Silver	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-04-28	1
(AG) NOKIA 8.3 5G, 128GB (T-MOBILE LOCKED) AS IS - Please Read Description	5.0	0.0	1.0	5.0	https://www.ebay.com/itm/185868212470?nordt=true&orig_cvip=true&rt=nc	For parts or not working	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	nokia	Nokia 8.3 5G	128.0	Operator	48.0	3.7637822239322816	Network Locked	6.0	Without Contract	Android	A2111 (CDMA + GSM)	Bar	Does Not Apply	5G	Camera, GPS, Bluetooth Enabled	Single SIM	MicroSD	Octa Core	Blue	0	0	0	1	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-04-28	1
Nokia 8 V 5G UW TA-1257,64GB,Meteor Gray,Unlocked,Fair Condition,OD792	75.0	0.0	1.0	75.0	https://www.ebay.com/itm/166049145806?nordt=true&orig_cvip=true&rt=nc	Used	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	nokia	Nokia 8 V 5G UW	64.0	Operator	12.0	6.8	Factory Unlocked	6.0	Without Contract	Android	A2111 (CDMA + GSM)	Bar	NOKTA1257	USB Type-C, 5G, Bluetooth, Wi-Fi, NFC, GPS	Quad Rear Camera, Fingerprint Sensor	Dual SIM (SIM + SIM)	microSDXC	Octa Core	Gray	0	0	0	1	1	0	1	0	0	1	0.0	1	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	1	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-04-28	1
New Sealed Nokia 9 Pureview 128GB TA-1082 LTE Factory GSM Unlocked Smartphone	531.04	0.0	1.0	531.04	https://www.ebay.com/itm/175245876884?nordt=true&orig_cvip=true&rt=nc	New	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	nokia	Nokia 9	128.0	Unlocked	12.0	3.7637822239322816	Factory Unlocked	6.0	Without Contract	Android	A2111 (CDMA + GSM)	Bar	Does Not Apply	4G, LTE	Internet Connectivity	Single SIM	MicroSD	Octa Core	Blue	1	1	1	1	1	1	1	1	1	1	0.0	1	1	0.0	0.0	0.0	0.0	1.0	1	1	0.0	1	0.0	0.0	1.0	0.0	1	0.0	0.0	1	1.0	1	1	0.0	1	1	2023-04-28	1
Nokia 2610 - Gray and Black T-Mobile To Go Straight Up Prepaid - NEW	35.0	0.0	1.0	35.0	https://www.ebay.com/itm/275639130692?nordt=true&orig_cvip=true&rt=nc	New	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	nokia	2610b	88.56291056088934	Operator	9.165085388994308	3.7637822239322816	Network Locked	5.2053941908713695	Prepaid	Other	A2111 (CDMA + GSM)	Bar	Does Not Apply	Micro USB	Internet Connectivity	Single SIM	MicroSD	Others	Gray and Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-04-28	1
NOKIA LUMIA 625 UNLOCKED WINDOWS CELL PHONE FIDO ROGERS CHATR BELL KOODO TELUS +	64.22	0.0	1.0	64.22	https://www.ebay.com/itm/185650096636?nordt=true&orig_cvip=true&rt=nc	Used	“good condition & works perfectly”	nokia	Nokia Lumia 625	88.56291056088934	Unlocked	5.0	4.7	Network Unlocked	8.0	Without Contract	Other	A2111 (CDMA + GSM)	Bar	Does Not Apply	Micro USB	Internet Connectivity	Single SIM	MicroSD	Dual Core	Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-04-28	1
Nokia 8265 - Gold and Black ( Cingular / TDMA ) Rare Cellular Phone - Bundled	40.49	7.99	1.0	40.49	https://www.ebay.com/itm/325288173554?nordt=true&orig_cvip=true&rt=nc	Used	“Works perfectly. Some minor wear around the body. Screen has some scuffs. No breaks or cracks”	nokia	8265	88.56291056088934	Operator	9.165085388994308	3.7637822239322816	Factory Unlocked	5.2053941908713695	Without Contract	Other	A2111 (CDMA + GSM)	Bar	Does Not Apply	Micro USB	Internet Connectivity	Single SIM	MicroSD	Others	Gold / Gray / Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-04-28	1
Nokia Model 6560 (AT&T) Type RH-25 - Silver - Untested For Parts	8.0	8.0	1.0	8.0	https://www.ebay.com/itm/115715916896?nordt=true&orig_cvip=true&rt=nc	Used	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	nokia	6560	88.56291056088934	Operator	9.165085388994308	3.7637822239322816	Factory Unlocked	5.2053941908713695	Without Contract	Other	A2111 (CDMA + GSM)	Bar	Does not apply	Micro USB	Internet Connectivity	Single SIM	MicroSD	Others	Silver	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-04-28	1
Nokia 6510 Mobile Phone - Working - Unlocked	45.0	22.0	1.0	45.0	https://www.ebay.com/itm/394548274977?nordt=true&orig_cvip=true&rt=nc	Used	“Without battery and charger”	nokia	6510	9.0	Unlocked	9.165085388994308	1.9	Factory Unlocked	5.2053941908713695	Without Contract	Other	A2111 (CDMA + GSM)	Bar	Does Not Apply	Micro USB	Internet Connectivity	Single SIM	MicroSD	Others	Beige	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-04-28	1
NOKIA 2760 Black - LTE Flip Phone - UNLOCKED	45.0	0.0	1.0	45.0	https://www.ebay.com/itm/256057813363?nordt=true&orig_cvip=true&rt=nc	Used	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	nokia	Nokia 2760	4.0	Unlocked	5.0	2.8	Network Unlocked	8.0	Without Contract	Other	A2111 (CDMA + GSM)	Flip	Does Not Apply	LTE	Internet Connectivity	Single SIM	Built-In Memory	Quad Core	Black	1	1	1	1	1	1	1	1	1	1	0.0	1	1	0.0	0.0	0.0	0.0	1.0	1	1	0.0	1	0.0	0.0	1.0	0.0	1	0.0	0.0	1	1.0	1	1	0.0	1	1	2023-04-28	1
Nokia 5210 Job Lot 5 Cell Phones (Untested) Vintage Classic 2G Mobile Phones	13.49	18.99	1.0	13.49	https://www.ebay.com/itm/225375264623?nordt=true&orig_cvip=true&rt=nc	Used	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	nokia	Nokia 6300 4G	3.0	Operator	0.0	1.5	Factory Unlocked	5.2053941908713695	Without Contract	Other	A2111 (CDMA + GSM)	Bar	Nokia 5210	2G	Predictive text input Organizer Speed dial, EDGE, FM Radio, GPRS, Infrared, Java Enabled	Single SIM	no	Others	Multicolor	1	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-04-28	1
Nokia 3410 Made in GERMANY Cult Mobile Phone Rare	18.71	0.0	1.0	18.71	https://www.ebay.com/itm/394502869688?nordt=true&orig_cvip=true&rt=nc	Used	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	nokia	3410	200.0	Operator	9.165085388994308	3.7637822239322816	Factory Unlocked	5.2053941908713695	Without Contract	Other	A2111 (CDMA + GSM)	Bar	Does Not Apply	Micro USB	Internet Connectivity	Single SIM	MicroSD	Others	Silver	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-04-28	1
NOKIA LUMIA 810 (T-MOBILE) CLEAN ESN, UNTESTED, PLEASE READ!! 32663	5.24	0.0	1.0	5.24	https://www.ebay.com/itm/174048941576?nordt=true&orig_cvip=true&rt=nc	For parts or not working	“You will receive the item in the photos!! THIS PHONE IS UNTESTED! THERE IS NO GUARANTEE OF ...Read moreabout the seller notes“You will receive the item in the photos!! THIS PHONE IS UNTESTED! THERE IS NO GUARANTEE OF FUNCTIONALITY! THIS PHONE HAS NO BATTERY OR BACK PLATE, AS SHOWN IN PHOTOS!”Read Lessabout the seller notes	nokia	Nokia 6300 4G	88.56291056088934	Operator	9.165085388994308	3.7637822239322816	Factory Unlocked	5.2053941908713695	Without Contract	Other	A2111 (CDMA + GSM)	Bar	Does Not Apply	Micro USB	Internet Connectivity	Single SIM	MicroSD	Others	Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-04-28	1
Nokia G400 5G (TA-1448 T-Mobile, 64GB) Check ESN, Sold AS-IS, Free Shipping!	54.99	0.0	1.0	54.99	https://www.ebay.com/itm/225544897527?nordt=true&orig_cvip=true&rt=nc	For parts or not working	“Bad ESN. Otherwise appears to function properly. Very good cosmetic condition with only minor signs ...Read moreabout the seller notes“Bad ESN. Otherwise appears to function properly. Very good cosmetic condition with only minor signs of age and use throughout. No charger included. Sold as-is for parts or repair. See pictures and description before purchase.”Read Lessabout the seller notes	nokia	Nokia G400	64.0	Operator	9.165085388994308	3.7637822239322816	Factory Unlocked	5.2053941908713695	Without Contract	Android	A2111 (CDMA + GSM)	Bar	Does Not Apply	Micro USB	Internet Connectivity	Single SIM	MicroSD	Others	Gray	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-04-28	1
Nokia X30 5G Blue 128GB ROM + 6GB RAM Dual-SIM Factory Unlocked GSM NEW	625.0	0.0	1.0	625.0	https://www.ebay.com/itm/125524509957?nordt=true&orig_cvip=true&rt=nc	New	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	nokia	Nokia X30 5G	128.0	Unlocked	50.0	6.43	Factory Unlocked	6.0	Without Contract	Android	A2111 (CDMA + GSM)	Touchscreen	Does Not Apply	2G, 3G, 4G, 5G, LTE	Sim Free	Dual SIM (SIM + SIM)	MicroSD	Octa Core	Blue	1	1	1	1	1	1	1	1	1	1	0.0	1	1	0.0	0.0	0.0	0.0	1.0	1	1	0.0	1	0.0	0.0	1.0	0.0	1	0.0	0.0	1	1.0	1	1	0.0	1	1	2023-04-28	1
Nokia 6300 4G TA-1324 4GB GSM Unlocked Phone - Light Charcoal - Fair - Grade C	37.98	0.0	1.0	37.98	https://www.ebay.com/itm/256056480417?nordt=true&orig_cvip=true&rt=nc	Used	“This item has been previously used and has strong signs of use. There may be dents or scuffs and ...Read moreabout the seller notes“This item has been previously used and has strong signs of use. There may be dents or scuffs and scratches but is still 100% fully operational and functions as intended. Perfect for use with a case.”Read Lessabout the seller notes	nokia	Nokia 6300 4G	4.0	Unlocked	9.165085388994308	2.4	Factory Unlocked	8.0	Without Contract	Other	A2111 (CDMA + GSM)	Bar	TA-1324, TA1324	Bluetooth, 4G, 3G, 2G	Global Ready	Dual SIM (SIM + SIM)	MicroSD	Quad Core	Green	1	1	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-04-28	1
Nokia 5000 - Multiple colors to choose (Unlocked) Cellular Phone	21.0	7.0	1.0	21.0	https://www.ebay.com/itm/354254983076?nordt=true&orig_cvip=true&rt=nc	Open box	“original Phone (multiple keyboards and languages to choose ) + new charger and battery + Nokia box”	nokia	Nokia 100	12.0	Unlocked	9.165085388994308	3.7637822239322816	Factory Unlocked	5.2053941908713695	Without Contract	Other	A2111 (CDMA + GSM)	Bar	002F2B3	Micro USB	Internet Connectivity	Single SIM	MicroSD	Others	Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-04-28	1
"Nokia C01 Plus GoEdition 5.45"" Android Smartphone Blue /32GB/GSM/CDMA Unlocked"	30.0	3.3	1.0	30.0	https://www.ebay.com/itm/354738872028?nordt=true&orig_cvip=true&rt=nc	Used	"“This Phone Is Fully Functional. | | 
Phone Has Been Professionally Tested And Is Free Of Any ...Read moreabout the seller notes“This Phone Is Fully Functional. | | 
Phone Has Been Professionally Tested And Is Free Of Any Functionality Defects. | | 
Phone Has Been Reset To Factory Settings And Is Ready For Activation. | | 
This Item Shows Signs Of Limited Use, Cosmetic Flaws May Include Minor Scratches And/Or Scuffs
 | |  | | Auction Does Not Include! | | Sim Card | | 
Any Unlisted Accessories | |”Read Lessabout the seller notes"	nokia	C01 Plus	32.0	Operator	9.165085388994308	3.7637822239322816	Factory Unlocked	5.2053941908713695	Without Contract	Other	A2111 (CDMA + GSM)	Bar	Does Not Apply	Micro USB	Internet Connectivity	Single SIM	MicroSD	Others	Blue	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-04-28	1
NEW Nokia Lumia 520 - 8GB - Black AT&T Smartphone	30.0	11.12	9.0	270.0	https://www.ebay.com/itm/174838837679?nordt=true&orig_cvip=true&rt=nc	New	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	nokia	Nokia Lumia 520	8.0	Operator	5.0	3.7637822239322816	Network Locked	5.2053941908713695	Without Contract	Other	A2111 (CDMA + GSM)	Bar	Does Not Apply	4G	Internet Connectivity	Single SIM	MicroSD, MicroSDHC	Dual Core	Black	0	0	1	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-04-28	1
Nokia C01 Plus Go Edition Android Smartphone Blue /32GB/GSM/CDMA Unlocked	28.0	0.0	1.0	28.0	https://www.ebay.com/itm/334844714797?nordt=true&orig_cvip=true&rt=nc	Used	"“Screen Locked, Unable To Test Further For Functionality | | 

Good Overall Cosmetic Condition. | | ...Read moreabout the seller notes“Screen Locked, Unable To Test Further For Functionality | | 

Good Overall Cosmetic Condition. | | Auction Does Not Include! | | Sim Card | | Any Unlisted Accessories | |”Read Lessabout the seller notes"	nokia	C01 Plus	32.0	Operator	9.165085388994308	3.7637822239322816	Factory Unlocked	5.2053941908713695	Without Contract	Other	A2111 (CDMA + GSM)	Bar	Does Not Apply	Micro USB	Internet Connectivity	Single SIM	MicroSD	Others	Blue	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-04-28	1
Nokia 2V TA-1136 8GB Blue Prepaid (Verizon) Smartphone	25.95	0.0	1.0	25.95	https://www.ebay.com/itm/195712758182?nordt=true&orig_cvip=true&rt=nc	For parts or not working	“New condition missing original packaging and charger.”	nokia	Nokia 2	8.0	Operator	8.0	5.5	Network Locked	1.0	Prepaid	Android	A2111 (CDMA + GSM)	Bar	TA1221PP	Bluetooth, 4G, 3G, Wi-Fi, 2G, Micro USB, GPS, LTE	Bluetooth Enabled, Vibration, Front Camera, 4G Data Capable, Streaming Video, E-mail Access, Wi-Fi Capable, 3G Data Capable, Snap-on Cover, Internet Connectivity, Speakerphone, High Capacity Battery (5000 mAh or More), Color Screen, Video Calling, Rear Camera, Accelerometer, Camera, FM Radio, Fast Charging, 3D Depth Camera	Single SIM	MicroSD	Quad Core	Silver, Blue	1	1	1	1	1	1	1	1	1	1	0.0	1	1	0.0	0.0	0.0	0.0	1.0	1	1	0.0	1	0.0	0.0	1.0	0.0	1	0.0	0.0	1	1.0	1	1	0.0	1	1	2023-04-28	1
Original Unlocked Nokia 5310 XpressMusic Mobile Phone Cell Phone	31.18	0.0	5.0	155.9	https://www.ebay.com/itm/334280941535?nordt=true&orig_cvip=true&rt=nc	Used	“This phone is Seller Refurbished condition , and been restored to 100% functional condition, mostly ...Read moreabout the seller notes“This phone is Seller Refurbished condition , and been restored to 100% functional condition, mostly new appearance, except some limit supplying old models with little scratches, if mind, please inquiry stocking status before purchasing. All confirmed orders will be deemed appearance accepted.”Read Lessabout the seller notes	nokia	Nokia 5310	30.0	Unlocked	9.165085388994308	3.7637822239322816	Factory Unlocked	5.2053941908713695	Without Contract	Other	A2111 (CDMA + GSM)	Bar	Does Not Apply	2G, GPS	Bluetooth Enabled, Camera	Single SIM	MicroSD	Others	Black	1	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	1	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-04-28	1
Nokia 8800 Classic Sirocco Silver Original Device GSM Factory unlocked	76.0	22.0	1.0	76.0	https://www.ebay.com/itm/385566776782?nordt=true&orig_cvip=true&rt=nc	Used	“Excellent”	nokia	Nokia 8800 Sirocco	4.0	Unlocked	9.165085388994308	3.7637822239322816	Factory Unlocked	5.2053941908713695	Without Contract	Other	A2111 (CDMA + GSM)	Bar	Does Not Apply	Micro USB	Internet Connectivity	Single SIM	MicroSD	Others	Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-04-28	1
Nokia 8800 Classic Sirocco Silver Original Device GSM Factory unlocked	116.16	22.0	1.0	116.16	https://www.ebay.com/itm/385566765153?nordt=true&orig_cvip=true&rt=nc	Used	“Mint”	nokia	Nokia 8800 Sirocco	4.0	Unlocked	9.165085388994308	3.7637822239322816	Factory Unlocked	5.2053941908713695	Without Contract	Other	A2111 (CDMA + GSM)	Bar	Does Not Apply	Micro USB	Internet Connectivity	Single SIM	MicroSD	Others	Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-04-28	1
Nokia 8800 Classic Sirocco Black Original Device GSM Factory unlocked	107.5	22.0	1.0	107.5	https://www.ebay.com/itm/385566754824?nordt=true&orig_cvip=true&rt=nc	Used	“Mint”	nokia	Nokia 8800 Sirocco	4.0	Unlocked	9.165085388994308	3.7637822239322816	Factory Unlocked	5.2053941908713695	Without Contract	Other	A2111 (CDMA + GSM)	Bar	Does Not Apply	Micro USB	Internet Connectivity	Single SIM	MicroSD	Others	Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-04-28	1
Nokia 6.2 TA-1187 ??GB Android Smartphone *Broken Cracked Bad LCD for Board	37.99	0.0	1.0	37.99	https://www.ebay.com/itm/225438904956?nordt=true&orig_cvip=true&rt=nc	For parts or not working	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	nokia	Nokia 6.2	64.0	Unlocked	16.0	6.3	Factory Unlocked	4.0	Without Contract	Android	A2111 (CDMA + GSM)	Smartphone	Does Not Apply	2G, 3G, 4G, 4G+, Bluetooth, GPS	3G Data Capable, 4G Data Capable, Accelerometer, Bluetooth Enabled, Fingerprint Sensor, Global Ready, Speakerphone	Single SIM	MicroSD	Octa Core	Black	1	1	1	1	1	1	1	1	1	1	0.0	1	1	0.0	0.0	0.0	0.0	1.0	1	1	0.0	1	0.0	0.0	1.0	0.0	1	0.0	0.0	1	1.0	1	1	0.0	1	1	2023-04-28	1
Original Nokia N93i 3G Bluetooth WIFI Rotatable keyboard Cell Phone Unlocked 	150.04	0.0	5.0	750.21	https://www.ebay.com/itm/154986401311?nordt=true&orig_cvip=true&rt=nc	Used	“The item was used, and been restored to 100% functional condition, new apperance”	nokia	Nokia N93i	2.0	Unlocked	3.0	2.4	Factory Unlocked	8.0	Without Contract	Other	A2111 (CDMA + GSM)	Bar	Does Not Apply	Micro USB	Bluetooth Enabled, Music Player, QWERTY Keyboard, 3G Data Capable	Single SIM	MicroSD	Others	Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-04-28	1
Nokia Lumia 930 - 32GB - Black Gold (Unlocked) Smartphone	40.0	23.0	1.0	40.0	https://www.ebay.com/itm/374663035832?nordt=true&orig_cvip=true&rt=nc	New	“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working ...Read moreabout the seller notes“Refurbished to flawless new condition, 100% Genuine, professionally tested and in full working order. 1 Year warranty”Read Lessabout the seller notes	nokia	Nokia Lumia 930	32.0	Unlocked	2.0	3.7637822239322816	Network Unlocked	5.2053941908713695	Without Contract	Other	A2111 (CDMA + GSM)	Bar	Does Not Apply	Micro USB	Internet Connectivity	Single SIM	MicroSD	Quad Core	Black	0	0	0	0	0	0	0	1	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-04-28	1
