"Data Source","World Development Indicators",

"Last Updated Date","2026-02-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Armenia","ARM","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.5790914490845","36.9747247879555","36.5731698165428","36.5331994331494","36.6708390136007","36.8170909386026","36.9189873317278","37.0491726378253","37.2174876798543","37.3383236002184","37.5683946299639","38.02367381903","39.5194109866552","40.9774280744513","42.4698331672726","43.7506626578286","44.9831959436148","45.1174546759737","45.0269245086298","45.0884211383162","45.8726679463546","46.2879779353927","48.2956986839071","48.4456433755783","48.7606171356523","50.6167926443804","51.9477761630882","48.307898790338","50.3592783648986","52.2190976997733","52.9376715822725","49.5448558242117","51.464636561186","51.6221413408052","51.7297438371184",
"American Samoa","ASM","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.1321570332719","70.6434144852354","70.5534786926272","70.9072579003956","71.5500821367296","71.9745218369167","72.1342786070299","72.5486252748549","72.7559439631078","72.5035173006705","73.4995127710252","73.7490095198187","74.2958514247877","74.1660788856522","74.5100348841569","74.4937733136985","74.6830226329965","74.3024667592351","74.5701086200883","74.7664029539042","75.3840330275644","75.5497269797666","76.0131963183861","76.2214635366506","77.2978546767242","77.3912811084173","77.9738375060236","77.4955134119303","78.3832443026644","78.0429082421948","78.0006057330855","78.5533115520414","78.170023265328","78.4103732027917","78.5307299266158",
"Austria","AUT","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.2912707018984","60.7975716853135","61.3560899782956","61.7442861003064","61.9846943724228","63.6746738861007","64.8496350179431","65.3172841257327","65.3596247060063","65.2529573982837","66.1376654781871","66.7006436585036","66.8834506295534","67.3322929050045","67.1522434843168","66.5940783803328","67.1489446991614","68.537152585893","69.6953389821025","69.8497793264219","69.0368826223907","69.2446899797033","69.5168069455145","69.4117562170567","69.7047640668257","70.0892354860486","71.1478477781726","70.8704419022623","70.9879750350163","71.2713342578913","70.6387120416155","70.0972792146589","71.1617792722691","72.3416687261318","72.5860340795189",
"Azerbaijan","AZE","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.2601716496802","36.7459042168032","40.276166040307","41.8447803073095","42.8271345833211","44.3915065948817","44.9800102432184","45.9232843854679","46.513437518407","48.1117623352844","49.2247590735441","48.286602047955","48.901639502721","48.5573966294768","48.6052617068306","48.0995480562203","48.8253876337599","48.2766273881707","49.206106042527","48.0532593089863","48.042689263385","48.0596829037314","48.5244431349249","48.9423100194364","49.5804455785965","49.3350831297579","49.276016100813","49.0193195209717","48.9199519064652","48.9942961491657","48.8282152761729","48.7899579240212","49.4568024717014","49.8776478507312","50.2379526950328",
"Burundi","BDI","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.4959699354572","6.44109290294841","6.365839758055","6.22577438601008","5.74920419815533","5.41610148455156","5.38185562237857","5.59374708667166","5.6778124944083","5.78029807798503","6.03598028654863","6.36759954848001","6.44836787117674","6.64303347062412","6.80888072027702","7.22412912389116","7.60142590794398","7.96018394492752","8.1917776774012","8.57724078722435","9.00760385467366","9.45930242445199","9.91501358075243","10.3182774141645","10.1046758165545","10.2045392934042","10.2181261572166","10.9452231908443","11.7288004575192","11.5972521220322","11.2800365399661","11.2488405893982","11.3346329919803","11.5127687848366","11.555679288196",
"Belgium","BEL","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.9123856129033","67.3543787409877","67.9250584385475","68.2338330217648","69.0708630771193","69.6241503913409","69.797026527095","70.5171822528777","71.8358431946064","72.2786671609002","73.1320573594466","72.4257877198517","73.3596539128001","72.8426885134364","73.2749847776115","73.3527130192424","73.7134141206963","73.7747189063997","75.0385215318654","75.2729333494976","75.4657785287695","77.0718753340351","76.9365903031326","77.3887650837691","77.3893771818411","77.4842567842084","77.647329015663","78.2148315465941","77.7955318791623","78.295927666863","79.1522132042397","78.467809392514","78.7661117864497","79.4676830825322","79.7685825220163",
"Benin","BEN","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.5612847308968","32.672860604758","32.8749979590477","32.8087275328624","33.3351279970885","33.4852218203082","33.8301830377112","33.9950166746797","34.2461439406204","34.6702647953261","34.9994248245715","35.2210645620129","35.4488218800063","35.6639495807221","35.6755836423712","35.9437384748438","36.5199188864345","37.0752438948798","37.3103950010002","37.5046271484103","37.9133571825979","39.3766539694419","40.9861914579717","41.0568064161057","40.4905279874369","40.0441701308582","40.0637303642676","40.3000747297787","40.2452411061624","38.7655592695647","38.5233559858054","39.0160692262279","39.8398666470266","40.6672321336634","41.442370995676",
"Burkina Faso","BFA","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8939569766001","11.8149847799184","11.9300604769505","11.9113433953933","12.5250010590805","13.5295449400045","14.308626550334","15.050857470172","15.9778685578622","16.4455948941613","17.2095479734985","17.8747106028197","18.8276203518682","19.6311850530109","20.6832556002212","21.668624477294","22.2957174672465","22.7714061589215","23.2732681524489","24.1341128663153","24.9342454148463","25.7504156379259","26.6211791013326","27.2527939907872","27.8861036956258","28.7449132991202","29.6802742681287","30.6327246191108","31.4286234443131","30.3902504374231","30.1740154768281","30.4030795798118","30.7417979494269","31.1555829082131","31.558141814278",
"Bangladesh","BGD","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.896217741552","14.0994480736563","15.5181686356221","17.017539435703","18.6594470757012","20.4844521899725","20.0707525673887","19.7743823063916","19.4858570770878","19.3150811251213","21.9310884356931","24.8420110083177","28.0444120847605","29.2028328870851","30.4395142362302","30.877011938852","31.3752643173313","31.8272281233023","32.2859108313342","32.7415073670905","33.1927100053692","33.6489046386861","34.1119221655313","35.0586926571988","35.9780592358065","36.8757190279881","38.9833714183869","39.180939785584","39.355073841414","38.482235139488","38.2385272243361","38.3624693337989","37.0078031657165","37.3715657723132","37.7062779422273",
"Bulgaria","BGR","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.404751584843","46.242760752868","47.3911092688161","48.4103538218233","49.6058370643551","50.6021980693866","50.484857131211","51.2945210460678","53.5517903109039","53.9730218298915","57.5390323972055","56.6318692479123","56.7308633198748","56.3376360771197","56.8193021031483","57.4194436407278","56.9553473478946","56.1055933877593","57.5097936147253","59.9086943604236","62.0116274069216","62.002428693972","62.9813335995548","63.095148897052","62.8967613770407","62.9277595504621","63.4922505111163","62.9891363575308","63.7254654087624","62.476625791912","63.5827724879782","63.2162693784399","64.1643182242296","67.0251149129062","67.4343775753033",
"Bahrain","BHR","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.0442717542241","69.1139430848464","68.804331063367","69.0721568070001","69.2694663167104","69.5508635804081","69.8047581170005","70.0335485859166","70.1230013968185","69.8934362224978","69.8645566674424","69.7742027334852","69.3543106584212","68.3944022413867","67.3783296355403","66.2349672577557","65.2310309224479","64.1274183317475","64.3087447567656","63.1930285946127","63.6565170742536","63.9105412584633","63.8451831807411","63.710128935467","63.7681669010783","63.6403021318337","63.6675665887466","63.7994483449178","63.9398372333248","64.501191970353","63.9100093233803","63.8685245593234","63.9777911177961","64.104099493321","64.2593849930069",
"Bahamas, The","BHS","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.4296102179097","79.4483303694922","82.2919958466886","81.6565316740229","81.4156484216909","80.2060835760168","81.5146186270035","81.1787525534698","79.2496253817313","78.8785521393355","78.7516253296229","79.5929613166306","81.1513759777977","79.496624798596","78.6804271803506","79.1907384637842","79.7395039643102","80.8082562880363","81.0555568236288","82.1225191225528","83.1302003337053","83.4160691303549","83.9316071125979","84.152541484533","84.5565772475112","84.6758944104077","84.5698173229865","84.6430668047594","84.6218735501286","84.7222367718078","84.1842542688762","84.195391722031","84.2827333668283","84.3569572748268","84.4354393074231",
"Bosnia and Herzegovina","BIH","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.8591448484694","43.4130787069375","43.8567542951253","44.0741073329076","44.236251243846","44.1308853678868","44.1752587713924","44.3479792738177","44.8884873755628","45.2459431082747","45.7722427928007","46.1808988392321","46.5402833997052","46.8439037182432","47.0906216367156","47.4561984965749","46.4686438067465","45.8534515060909","46.1636889841831","48.2833783822185","50.3160478253716","47.9531402194638","50.1740616156762","51.8282717250207","51.511888384548","49.669090708183","50.484617170996","51.0790118878029","49.2186375463072","53.6660084343876","50.8578260453864","51.305113715052","51.7978219491351","52.2463210016924","52.6908459507566",
"Belarus","BLR","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.746540189317","38.41279239703","39.8530995925365","41.7922824188468","42.4897795144704","43.3188095109397","44.0700935762127","44.9151843833266","45.7728916153369","46.5768363548926","47.5839632149448","48.4334982707389","49.2821417240964","50.0306995389715","50.8168926603464","51.5201737628808","52.2490486304584","52.7923319844509","53.6767470455474","54.4045918446498","55.2481544799847","55.9534485412778","56.5939404205095","57.373589387499","58.0722558990166","58.7157155369539","58.5312028924271","58.0564023144736","58.5557774664484","58.5259318106754","58.6417627910081","58.9618880205372","58.907725554821","59.2133534681989","59.4634450411494",
"Belize","BLZ","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.2746715841904","52.7743503802877","53.1264573991031","54.6094262367726","55.0344189869516","54.3570852998734","51.8466430231136","57.0011058310171","55.540391872885","56.5533759421007","57.8795369441249","59.0989000546409","60.4071491544442","61.4722721706803","62.5631911112057","62.8385993157577","63.2138508882093","63.3729268561762","63.8457446808511","64.3314713268078","64.5842585738959","64.9364952341713","65.186996218054","65.4405437335006","66.4967219974892","65.7324399568408","66.8864365092651","65.0920539656381","67.4348848251821","66.6012758582544","66.6442904905596","67.1741958753591","67.7810419608634","68.1965459750228","68.5182208409985",
"Bermuda","BMU","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.2872706969938","38.2284503008194","41.8500774819442","42.6200782919299","39.8735717589374","40.4272030217366","38.5867377953073","39.2860457782469","39.8631652606768","41.4014412394374","39.1618443806828","38.6181254203107","43.1185363621808","43.1186990152962","40.8156257443951","41.8213109628708","42.9747796572637","47.3315571226322","47.7718934263867","48.4243475289778","48.6540655064659","50.8255638751554","50.0396042122938","47.529979359748","48.7215690311953","49.1261691680575","49.2010397628996","49.0912589777537","51.4065992469317","51.9314869678021","51.9209885918095","54.6787270415604","54.807564526608","55.1239312239933","55.4920644482231",
"Brazil","BRA","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.9210854024748","58.9167988060953","59.1518559119731","59.2795993634739","59.9313890393085","60.8612167696033","60.9757094679219","61.7071191377432","62.0088648786369","62.2933971329527","62.6389155265882","62.0837159787211","62.5068430332681","61.9524397646298","62.0771418496592","63.0885307990768","63.4103270792605","63.4621127884553","64.4202600185269","65.3018033710638","66.1773107789778","66.3315395090719","66.3183950467743","67.1198625659528","67.8477936325247","68.8324502760797","69.8641049402985","70.4130119931623","70.7201052429598","70.4294550707763","69.7709244507317","70.7768561313763","71.6256113357859","71.9821226349216","72.1590982894571",
"Barbados","BRB","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.9741417316797","70.3365389252747","72.0148854924747","72.4342519722058","72.331137321574","71.6706187040681","71.8069329679419","70.8009980072258","70.4855212736538","72.2241651317681","73.040888840511","73.9778881390862","74.5511554987806","74.8280615532148","76.2200361492192","75.4098601157511","75.3760533808853","75.8770220933085","75.8261547055538","76.2961922158213","76.7795187257153","77.0698330554696","77.1755589204596","77.4784911668351","77.7495547355843","77.8773811429486","77.5836042731073","78.6662993359047","80.2603861907548","80.6207145434861","80.2746586207969","80.9720021881061","82.3987736995281","82.5047854971287","82.5829576162959",
"Brunei Darussalam","BRN","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.3915230280669","73.7496114047164","74.3463589294454","74.9190777351726","74.8275862068966","75.4750331418471","75.8594066233902","76.8749364735948","77.8850409965643","78.4077226065838","78.7572853897066","78.754590492793","78.7432311737629","78.9242670860842","79.0838220569303","79.0835375102088","79.6100511972817","79.7217139069396","80.1784697171065","80.2977525932671","80.1145477838664","80.1688187976291","80.4935413048807","80.7191676909389","81.3408381004964","82.0371735869206","82.5140481404865","79.5353504991201","77.2834440443227","74.948364763826","75.0269799584069","77.0126064485951","78.2786165927859","78.3168444962091","78.4133595005728",
"Bhutan","BTN","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.407488146493","27.8519451745335","28.312570781427","28.5662932657527","29.0386310721309","29.3723189191854","29.6218019536521","29.8457439587293","30.1342995129437","30.3317610812013","30.5771386453327","30.8732800710164","31.1889775840021","31.416034688272","31.7688499299209","32.128623129127","32.6683331833897","32.9382619794647","33.2704185628337","33.6171438729411","30.6454795784846","31.7470054066051","32.6974992467611","32.5268112837048","32.3531706731491","32.6472456558005","32.8176918831969","32.9435003176095","33.4270698136487","35.225631270276","34.5323905167321","40.8044243060034","40.9314872628336","41.2757792300332","41.751131926612",
"Botswana","BWA","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.150545728265","66.2819583635319","66.382862465073","66.4677246688901","66.6398981678361","66.9788409191987","66.1430524040695","64.5922070241582","65.7288481141692","66.6184477567411","69.3215396958964","67.2016563374317","64.2785561297675","64.4735497844343","64.4168947793032","64.1066170825015","64.7664848250065","65.1993600619959","65.3217939454559","65.7872176423908","66.100778881115","66.2129726736287","66.8901326676419","67.3092462195544","67.2309126554339","67.6788747825923","68.016466203356","68.3031692047968","68.6022957461175","65.5169543548605","66.4550264550265","66.6614241533238","66.2106578590955","66.1442567348372","66.1987613296387",
"Central African Republic","CAF","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.5882966492857","17.5133268564854","17.2230333870936","17.5733041377203","18.0777363373787","17.2990420185048","17.6379044390699","17.937050997832","18.4319197874356","17.8767672012477","18.1430566987599","18.417294239638","17.4206527557626","17.9724857962307","17.935145368962","18.3187125705738","18.7103724755882","18.7987935276444","20.0114792559785","20.8796523538243","21.2931193178107","22.0244309257511","19.3856325725825","19.6252378132826","20.3543388568916","20.8239563424142","21.2975119242248","21.5872679761071","21.9631752463416","20.4826074480022","20.1922113475683","20.393364920929","20.6175990511266","20.4990663415875","20.5464005334446",
"Canada","CAN","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.6686666043807","73.3670415054475","74.0074542361323","73.982696937349","73.9185180095968","74.1373109934678","73.9356397738828","73.8917462666981","74.0724126142649","74.1903040533109","74.7770242309677","74.6532597411084","74.9195201557099","74.9280471196124","75.1874406360474","75.7118962243516","76.2892891075175","76.5524339598407","77.6690348422886","77.9615959998479","77.7526091165046","77.5997476199315","77.7977383182095","78.0368050611121","78.3133144603838","78.5399933210567","78.7310240516079","78.7757868020961","79.1588096981356","78.9575271510748","79.298968483162","79.3228912549238","79.5145677542417","79.9376491637297","80.1468654728121",
"Central Europe and the Baltics","CEB","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.9547307411257","42.8203038770535","43.7185957984259","44.5867848886877","45.667705652638","46.432856102145","47.0883475716537","47.6982470134541","48.6892762883059","49.4482081197655","50.2031835247966","51.1336227644505","51.6860548571329","52.6670333568619","53.1992168616567","54.039515507063","54.2671315250499","54.3978013066686","56.0996649883164","56.8584850529502","57.0608552762527","57.5210539099781","58.0862184263358","58.305651555669","59.0329793760065","59.2680782765984","59.3118536977702","59.5767005413875","59.9457238675866","60.0883936894179","60.8644786608161","61.2005404695716","61.8094023462855","62.955468023037","63.3998239108127",
"Switzerland","CHE","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.9922630193712","69.3187527888993","69.7852632165261","69.3964971868964","68.5920127477011","69.2000444243477","70.0555789898154","70.161466274238","70.3757284780784","70.6952641798146","70.9670664112963","72.2438406353855","73.3443153076641","73.7305423470444","73.7691611760446","73.5426839526992","73.4053180057081","73.6425841517895","74.4574110822242","74.3377474062364","74.4470281718481","74.9352892781099","74.7989134026679","75.354148402406","75.8992903921193","76.1612648377604","76.3844891778296","76.5605229370481","77.0475212635368","77.0655294048787","77.470222217738","77.6956653377362","77.8440260748926","77.8521387229358","78.1685429889649",
"Channel Islands","CHI","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.4893417515784","76.8588319934937","77.156166114006","77.356080793428","77.6687365432022","77.9904084874092","78.2634502701469","78.5764528053398","78.8783728175886","79.1203389095326","79.4302393795876","79.7415328498354","79.9618944704327","80.1977956677372","80.4219397468921","80.65069440602","80.8680971571724","81.1799338656343","81.695815031394","82.048724700125","82.2465269885414","82.6204352242956","82.8336414543311","82.9799457560089","83.2033514254097","83.4145707415351","83.5972604493375","83.8232883104435","84.0440800229636","84.5120261931747","84.5714214717905","84.6601775118913","84.8845518838865","85.101894799171","85.2925913112242",
"Chile","CHL","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.5166515538703","57.5190784287495","58.2239860695799","59.6193967941547","60.1578010756095","59.8169715335203","60.3175080588945","61.989625991333","64.1406781688774","64.2342519088755","64.4465610048792","64.7241997748655","65.0343638999339","65.5676129836472","65.9922459962552","66.4431518194484","66.877218335155","67.1780114212644","67.6914744145076","68.1071485006111","68.1244779335096","67.9049015738483","68.4109590555563","69.0473355832274","68.9807459327921","69.7621136246386","70.2091058767264","70.6993922270154","71.1057760203361","70.8823756313542","70.4492116182373","70.8321861175298","71.6855465108541","72.1008199315877","72.4344092725215",
