SECID,TRADEDATE,OPEN,HIGH,LOW,CLOSE,SETTLEPRICE,VALUE,VOLUME,OPENPOSITION,NUMTRADES,option_type,strike,expiry_date
IM2450CE6,2026-05-06,0.0,0.0,0.0,0.0,195.2,0.0,0,120,0,C,2450.0,2026-05-20
IM2450CE6,2026-05-07,0.0,0.0,0.0,0.0,175.67,0.0,0,120,0,C,2450.0,2026-05-20
IM2450CE6,2026-05-08,0.0,0.0,0.0,0.0,162.98,0.0,0,120,0,C,2450.0,2026-05-20
IM2450CE6,2026-05-11,0.0,0.0,0.0,0.0,249.7,0.0,0,120,0,C,2450.0,2026-05-20
IM2450CE6,2026-05-12,0.0,0.0,0.0,0.0,246.71,0.0,0,120,0,C,2450.0,2026-05-20
IM2450CE6,2026-05-13,0.0,0.0,0.0,0.0,249.63,0.0,0,120,0,C,2450.0,2026-05-20
IM2450CE6,2026-05-14,0.0,0.0,0.0,0.0,212.4,0.0,0,120,0,C,2450.0,2026-05-20
IM2450CE6,2026-05-15,0.0,0.0,0.0,0.0,188.54,0.0,0,120,0,C,2450.0,2026-05-20
IM2450CE6,2026-05-18,0.0,0.0,0.0,0.0,221.78,0.0,0,120,0,C,2450.0,2026-05-20
IM2450CE6,2026-05-19,0.0,0.0,0.0,0.0,214.37,0.0,0,120,0,C,2450.0,2026-05-20
IM2500CE5,2025-04-04,,,,,398.64,,,,0,C,2500.0,2025-05-21
IM2500CE5,2025-04-07,,,,,373.82,,,,0,C,2500.0,2025-05-21
IM2500CE5,2025-04-08,,,,,376.6,,,,0,C,2500.0,2025-05-21
IM2500CE5,2025-04-09,,,,,309.39,,,,0,C,2500.0,2025-05-21
IM2500CE5,2025-04-10,,,,,373.37,,,,0,C,2500.0,2025-05-21
IM2500CE5,2025-04-11,,,,,435.83,,,,0,C,2500.0,2025-05-21
IM2500CE5,2025-04-14,,,,,420.15,,,,0,C,2500.0,2025-05-21
